DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.1,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
1,kein_Terminated,Zeit abgelaufen,0.16,178,-5245.0,300.5,22,0,20250411-161618
2,kein_Terminated,Zeit abgelaufen,0.17,232,-7662.0,300.5,22,5,20250411-161640
3,kein_Terminated,Zeit abgelaufen,0.14,251,-5602.0,300.5,22,5,20250411-161702
4,kein_Terminated,Zeit abgelaufen,0.21,140,813.0,300.5,22,5,20250411-161724
5,kein_Terminated,Zeit abgelaufen,0.25,261,-7022.0,300.5,22,5,20250411-161746
6,kein_Terminated,Zeit abgelaufen,0.22,195,-4554.0,300.5,22,5,20250411-161807
7,kein_Terminated,Zeit abgelaufen,0.16,315,-11555.0,300.5,25,5,20250411-161834
8,kein_Terminated,Zeit abgelaufen,0.17,369,-11705.0,300.5,25,5,20250411-161900
9,kein_Terminated,Zeit abgelaufen,0.2,256,-2785.0,300.5,25,8,20250411-161927
10,kein_Terminated,Zeit abgelaufen,0.14,217,-2191.0,300.5,25,8,20250411-161953
11,kein_Terminated,Zeit abgelaufen,0.11,330,-13500.0,300.5,25,8,20250411-162020
12,kein_Terminated,Zeit abgelaufen,0.12,137,736.0,300.5,25,8,20250411-162047
13,kein_Terminated,Zeit abgelaufen,0.17,359,-4429.0,300.5,25,8,20250411-162113
14,kein_Terminated,Zeit abgelaufen,0.1,328,-10339.0,300.5,25,8,20250411-162140
15,kein_Terminated,Zeit abgelaufen,0.18,335,-4637.0,300.5,25,8,20250411-162206
16,kein_Terminated,Zeit abgelaufen,0.18,270,-3942.0,300.5,25,7,20250411-162233
17,kein_Terminated,Zeit abgelaufen,0.2,202,-3378.0,300.5,25,7,20250411-162259
