DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size
2,300,2,-0.5,50000.0,1,200000.0,99999,20,100,50,2,300,10,0.5,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.24,120,-3157.294939846192,21,20250406-204932
2,kein_Terminated,Zeit abgelaufen,0.2,279,-8985.587027711335,21,20250406-204949
3,kein_Terminated,Zeit abgelaufen,0.27,189,-6590.857450487885,21,20250406-205008
4,kein_Terminated,Zeit abgelaufen,0.23,340,-13005.253775737463,21,20250406-205025
5,kein_Terminated,Zeit abgelaufen,0.17,327,-11674.887553461587,21,20250406-205042
6,kein_Terminated,Zeit abgelaufen,0.31,150,-6201.453896019533,21,20250406-205059
7,kein_Terminated,Zeit abgelaufen,0.22,355,-16195.794400176845,21,20250406-205115
8,kein_Terminated,Zeit abgelaufen,0.2,291,-13752.467085192291,21,20250406-205133
9,kein_Terminated,Zeit abgelaufen,0.27,338,-14649.861672414807,21,20250406-205150
10,kein_Terminated,Zeit abgelaufen,0.25,343,-15700.996219537295,21,20250406-205207
11,kein_Terminated,Zeit abgelaufen,0.19,496,-22924.699591799577,21,20250406-205224
12,kein_Terminated,Zeit abgelaufen,0.33,279,-11184.936248757907,21,20250406-205241
13,kein_Terminated,Zeit abgelaufen,0.09,497,-28294.43442776567,21,20250406-205258
14,kein_Terminated,Zeit abgelaufen,0.15,542,-29285.341102220085,21,20250406-205315
15,kein_Terminated,Zeit abgelaufen,0.14,506,-27712.717256048592,21,20250406-205333
16,kein_Terminated,Zeit abgelaufen,0.21,354,-17801.73658225441,21,20250406-205350
17,kein_Terminated,Zeit abgelaufen,0.23,475,-27998.012569873554,21,20250406-205406
18,kein_Terminated,Zeit abgelaufen,0.27,345,-18819.721366591333,21,20250406-205424
19,kein_Terminated,Zeit abgelaufen,0.26,411,-22155.50267694124,21,20250406-205440
20,kein_Terminated,Zeit abgelaufen,0.3,432,-21905.01102310154,21,20250406-205457
21,kein_Terminated,Zeit abgelaufen,0.33,441,-22669.676794727457,21,20250406-205514
22,kein_Terminated,Zeit abgelaufen,0.29,479,-26311.704480672146,21,20250406-205531
23,kein_Terminated,Zeit abgelaufen,0.18,560,-32010.128208330414,21,20250406-205548
24,kein_Terminated,Zeit abgelaufen,0.25,481,-27535.097176377396,21,20250406-205631
25,kein_Terminated,Zeit abgelaufen,0.29,504,-28847.16054827573,21,20250406-205713
26,kein_Terminated,Zeit abgelaufen,0.26,451,-26714.938206917537,21,20250406-205751
27,kein_Terminated,Zeit abgelaufen,0.3,465,-21496.72470029902,21,20250406-205832
