DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_Procent_Step,DEFAULT_explore_Matrix_Size
4,300,2,-1,50000.0,1,200000.0,99999,5,100,50,4,300,5,1,0.01,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.39,429,-11091.088745901761,21,20250403-155942
2,kein_Terminated,Zeit abgelaufen,0.36,409,-8617.055238634992,21,20250403-160035
3,kein_Terminated,Zeit abgelaufen,0.46,589,-16007.060238461587,21,20250403-160248
4,kein_Terminated,Zeit abgelaufen,0.5,574,-16024.674973421974,21,20250403-160537
5,kein_Terminated,Zeit abgelaufen,0.56,697,-22134.350007245434,21,20250403-160808
6,kein_Terminated,Zeit abgelaufen,0.58,615,-18988.04626568833,21,20250403-160905
7,kein_Terminated,Zeit abgelaufen,0.51,900,-29377.97130542424,21,20250403-161005
8,kein_Terminated,Zeit abgelaufen,0.51,727,-26223.236527484765,21,20250403-161106
9,kein_Terminated,Zeit abgelaufen,0.44,372,-10355.845804988698,21,20250403-161207
10,kein_Terminated,Zeit abgelaufen,0.42,844,-32220.006375500343,21,20250403-161316
11,kein_Terminated,Zeit abgelaufen,0.41,1000,-41685.279212937945,21,20250403-161418
12,kein_Terminated,Zeit abgelaufen,0.33,560,-21383.627267410408,21,20250403-161520
13,kein_Terminated,Zeit abgelaufen,0.43,446,-15092.64068022296,21,20250403-161632
14,kein_Terminated,Zeit abgelaufen,0.66,746,-27574.611831702023,21,20250403-161741
15,kein_Terminated,Zeit abgelaufen,0.53,766,-28766.288573672173,21,20250403-161848
16,kein_Terminated,Zeit abgelaufen,0.34,701,-31324.32389861006,21,20250403-161956
17,kein_Terminated,Zeit abgelaufen,0.41,478,-16846.69660493553,21,20250403-162105
18,kein_Terminated,Zeit abgelaufen,0.36,665,-20038.011458023724,21,20250403-162213
19,kein_Terminated,Zeit abgelaufen,0.13,6,-276.18594104308386,21,20250403-162317
20,kein_Terminated,Zeit abgelaufen,0.32,514,-16973.621476029854,21,20250403-162445
21,kein_Terminated,Zeit abgelaufen,0.42,182,-4321.442301338756,21,20250403-162614
22,kein_Terminated,Zeit abgelaufen,0.33,328,-6113.466466766111,21,20250403-162742
23,kein_Terminated,Zeit abgelaufen,0.47,287,-7116.3548339208655,21,20250403-162908
24,kein_Terminated,Zeit abgelaufen,0.55,211,-2950.0315758072734,21,20250403-163033
25,kein_Terminated,Zeit abgelaufen,0.29,106,-1823.8087388101467,21,20250403-163203
26,kein_Terminated,Zeit abgelaufen,0.52,576,-22988.272397317527,21,20250403-163329
27,kein_Terminated,Zeit abgelaufen,0.07,1141,-58666.90702947689,21,20250403-163501
28,kein_Terminated,Zeit abgelaufen,0.22,782,-34450.473922902514,21,20250403-163633
29,kein_Terminated,Zeit abgelaufen,0.38,344,-13252.017348997426,21,20250403-163834
30,kein_Terminated,Zeit abgelaufen,0.44,480,-14842.854821943762,21,20250403-163956
31,kein_Terminated,Zeit abgelaufen,0.49,305,-7950.956641294722,21,20250403-164114
32,kein_Terminated,Zeit abgelaufen,0.29,754,-29059.952788377628,21,20250403-164234
33,kein_Terminated,Zeit abgelaufen,0.36,396,-8781.610008770725,21,20250403-164345
34,kein_Terminated,Zeit abgelaufen,0.43,598,-16612.53901273349,21,20250403-164456
35,kein_Terminated,Zeit abgelaufen,0.48,500,-11940.883191213064,21,20250403-164605
36,kein_Terminated,Zeit abgelaufen,0.6,655,-22980.51702082877,21,20250403-164715
37,kein_Terminated,Zeit abgelaufen,0.43,921,-37108.801022575506,21,20250403-164826
38,kein_Terminated,Zeit abgelaufen,0.49,542,-14128.735335877209,21,20250403-164937
39,kein_Terminated,Zeit abgelaufen,0.33,823,-31422.07543767007,21,20250403-165048
40,kein_Terminated,Zeit abgelaufen,0.24,1005,-36060.629520652335,21,20250403-165203
41,kein_Terminated,Zeit abgelaufen,0.32,917,-27991.69021519269,21,20250403-165318
1,kein_Terminated,Zeit abgelaufen,0.2,56,-512.4308390022675,21,20250403-165520
42,kein_Terminated,Zeit abgelaufen,0.43,293,-11632.920431855327,21,20250403-165550
43,kein_Terminated,Zeit abgelaufen,0.26,922,-45365.68187026396,21,20250403-165704
44,kein_Terminated,Zeit abgelaufen,0.22,1087,-54612.63460206546,21,20250403-165933
45,kein_Terminated,Zeit abgelaufen,0.29,1056,-52259.20063899789,21,20250403-170132
46,kein_Terminated,Zeit abgelaufen,0.22,499,-8073.399229696899,21,20250403-170310
47,kein_Terminated,Zeit abgelaufen,0.34,215,-9329.143240454126,21,20250403-170449
48,kein_Terminated,Zeit abgelaufen,0.27,81,-820.903949121989,21,20250403-170627
49,kein_Terminated,Zeit abgelaufen,0.29,746,-36604.39331831202,21,20250403-170807
50,kein_Terminated,Zeit abgelaufen,0.14,1172,-59122.93708575395,21,20250403-170950
51,kein_Terminated,Zeit abgelaufen,0.33,388,-14566.80062963288,21,20250403-171128
52,kein_Terminated,Zeit abgelaufen,0.4,565,-22473.726415621604,21,20250403-171307
53,kein_Terminated,Zeit abgelaufen,0.21,45,-252.29148759557512,21,20250403-171447
54,kein_Terminated,Zeit abgelaufen,0.16,1,-39.135939467967546,21,20250403-171631
55,kein_Terminated,Zeit abgelaufen,0.21,685,-22885.032549687534,21,20250403-171815
56,kein_Terminated,Zeit abgelaufen,0.18,12,18.61294288511533,21,20250403-172002
57,kein_Terminated,Zeit abgelaufen,0.16,201,-3791.0558260601674,21,20250403-172147
58,kein_Terminated,Zeit abgelaufen,0.21,1158,-55323.1029990737,21,20250403-172333
59,kein_Terminated,Zeit abgelaufen,0.23,137,-4717.011337868488,21,20250403-172518
60,kein_Terminated,Zeit abgelaufen,0.21,1036,-52149.16780045238,21,20250403-172705
61,kein_Terminated,Zeit abgelaufen,0.36,779,-31810.976607240606,21,20250403-172851
62,kein_Terminated,Zeit abgelaufen,0.28,81,-2511.4278718565574,21,20250403-173039
63,kein_Terminated,Zeit abgelaufen,0.4,455,-13657.56106588804,21,20250403-173223
64,kein_Terminated,Zeit abgelaufen,0.42,581,-12571.109499429796,21,20250403-173409
65,kein_Terminated,Zeit abgelaufen,0.38,529,-8900.669053393718,21,20250403-173556
66,kein_Terminated,Zeit abgelaufen,0.32,198,-1816.1750473605177,21,20250403-173745
67,kein_Terminated,Zeit abgelaufen,0.38,196,-1723.3148967101072,21,20250403-173928
68,kein_Terminated,Zeit abgelaufen,0.28,1000,-41242.085079647215,21,20250403-174113
69,kein_Terminated,Zeit abgelaufen,0.3,644,-22300.238043714384,21,20250403-174304
70,kein_Terminated,Zeit abgelaufen,0.21,883,-40024.04552829664,21,20250403-174454
71,kein_Terminated,Zeit abgelaufen,0.21,889,-43257.801973248796,21,20250403-174641
72,kein_Terminated,Zeit abgelaufen,0.23,423,-16086.451247165602,21,20250403-174828
73,kein_Terminated,Zeit abgelaufen,0.18,123,-3179.2966074110805,21,20250403-175017
74,kein_Terminated,Zeit abgelaufen,0.26,128,-3987.445254366042,21,20250403-175205
75,kein_Terminated,Zeit abgelaufen,0.53,571,-21433.470204807527,21,20250403-175355
76,kein_Terminated,Zeit abgelaufen,0.38,667,-26116.597113352847,21,20250403-175547
77,kein_Terminated,Zeit abgelaufen,0.41,428,-14925.564539105657,21,20250403-175739
78,kein_Terminated,Zeit abgelaufen,0.35,505,-18900.078751475947,21,20250403-175928
79,kein_Terminated,Zeit abgelaufen,0.32,906,-43116.878523433,21,20250403-180120
80,kein_Terminated,Zeit abgelaufen,0.44,708,-32258.321771826024,21,20250403-180309
81,kein_Terminated,Zeit abgelaufen,0.2,904,-43482.61599395596,21,20250403-180457
82,kein_Terminated,Zeit abgelaufen,0.32,960,-45078.72041226623,21,20250403-180642
83,kein_Terminated,Zeit abgelaufen,0.43,682,-23085.245430985884,21,20250403-180836
2,kein_Terminated,Zeit abgelaufen,0.16,24,-471.3129251700679,21,20250403-181038
84,kein_Terminated,Zeit abgelaufen,0.3,875,-42381.94718260583,21,20250403-181144
85,kein_Terminated,Zeit abgelaufen,0.61,275,-3046.9996753044898,21,20250403-181335
86,kein_Terminated,Zeit abgelaufen,0.55,595,-22676.72180076777,21,20250403-181521
87,kein_Terminated,Zeit abgelaufen,0.27,6,661.2743764172358,21,20250403-181711
88,kein_Terminated,Zeit abgelaufen,0.28,3,726.3764172335613,21,20250403-181906
89,kein_Terminated,Zeit abgelaufen,0.36,11,1153.5542886627738,21,20250403-182102
90,kein_Terminated,Zeit abgelaufen,0.37,784,-37430.55044699269,21,20250403-182300
91,kein_Terminated,Zeit abgelaufen,0.28,12,717.7409356790982,21,20250403-182449
92,kein_Terminated,Zeit abgelaufen,0.27,22,571.3281236198587,21,20250403-182645
93,kein_Terminated,Zeit abgelaufen,0.3,558,-12737.815966288614,21,20250403-182842
94,kein_Terminated,Zeit abgelaufen,0.31,575,-13050.196677707045,21,20250403-183040
95,kein_Terminated,Zeit abgelaufen,0.27,79,-1834.5551799637985,21,20250403-183237
96,kein_Terminated,Zeit abgelaufen,0.27,560,-9619.531817155761,21,20250403-183434
97,kein_Terminated,Zeit abgelaufen,0.27,582,-13065.931223169535,21,20250403-183631
98,kein_Terminated,Zeit abgelaufen,0.27,14,342.9666292840193,21,20250403-183831
99,kein_Terminated,Zeit abgelaufen,0.23,20,306.49508053742545,21,20250403-184029
100,kein_Terminated,Zeit abgelaufen,0.42,241,-5660.627343787867,21,20250403-184225
101,kein_Terminated,Zeit abgelaufen,0.33,322,-10921.391533011829,21,20250403-184421
102,kein_Terminated,Zeit abgelaufen,0.48,173,-2300.8047179940577,21,20250403-184620
103,kein_Terminated,Zeit abgelaufen,0.4,563,-24325.184854170122,21,20250403-184819
104,kein_Terminated,Zeit abgelaufen,0.37,120,-148.0197536965156,21,20250403-185019
105,kein_Terminated,Zeit abgelaufen,0.31,78,-236.1983173988002,21,20250403-185217
106,kein_Terminated,Zeit abgelaufen,0.65,216,-3469.7425687180357,21,20250403-185419
107,kein_Terminated,Zeit abgelaufen,0.27,98,-698.812792657725,21,20250403-185614
108,kein_Terminated,Zeit abgelaufen,0.48,100,467.57766267022595,21,20250403-185818
109,kein_Terminated,Zeit abgelaufen,0.24,116,-3321.80045351474,21,20250403-190015
110,kein_Terminated,Zeit abgelaufen,0.24,10,431.521572338802,21,20250403-190214
111,kein_Terminated,Zeit abgelaufen,0.3,30,662.8126035447767,21,20250403-190415
112,kein_Terminated,Zeit abgelaufen,0.29,28,21.84183576714895,21,20250403-190619
113,kein_Terminated,Zeit abgelaufen,0.17,2,23.31051219904907,21,20250403-190826
114,kein_Terminated,Zeit abgelaufen,0.2,18,-8.775617609543895,21,20250403-191028
115,kein_Terminated,Zeit abgelaufen,0.17,1,-0.26919353932704815,21,20250403-191231
116,kein_Terminated,Zeit abgelaufen,0.2,47,-288.97280403294155,21,20250403-191432
117,kein_Terminated,Zeit abgelaufen,0.32,375,-14905.767368935069,21,20250403-191638
118,kein_Terminated,Zeit abgelaufen,0.54,197,-2222.144210628108,21,20250403-191845
119,kein_Terminated,Zeit abgelaufen,0.33,625,-15135.532070378984,21,20250403-192050
120,kein_Terminated,Zeit abgelaufen,0.34,155,-6032.621287533896,21,20250403-192255
121,kein_Terminated,Zeit abgelaufen,0.31,993,-48986.99763817246,21,20250403-192504
122,kein_Terminated,Zeit abgelaufen,0.32,1043,-51954.30594645178,21,20250403-192711
123,kein_Terminated,Zeit abgelaufen,0.2,0,225.71771036198504,21,20250403-192914
124,kein_Terminated,Zeit abgelaufen,0.4,859,-25037.306700548255,21,20250403-193122
3,kein_Terminated,Zeit abgelaufen,0.28,148,-522.9929548956125,21,20250403-193443
125,kein_Terminated,Zeit abgelaufen,0.35,222,-1288.333547355445,21,20250403-193505
126,kein_Terminated,Zeit abgelaufen,0.34,723,-30649.0975056691,21,20250403-193715
127,kein_Terminated,Zeit abgelaufen,0.48,383,-11009.853635772492,21,20250403-193924
128,kein_Terminated,Zeit abgelaufen,0.34,658,-29395.96491543306,21,20250403-194131
129,kein_Terminated,Zeit abgelaufen,0.33,171,-1751.7357219402488,21,20250403-194342
130,kein_Terminated,Zeit abgelaufen,0.29,340,-8877.943953699772,21,20250403-194529
131,kein_Terminated,Zeit abgelaufen,0.41,163,-1424.5079365079248,21,20250403-194712
132,kein_Terminated,Zeit abgelaufen,0.57,148,829.7621719916175,21,20250403-194858
133,kein_Terminated,Zeit abgelaufen,0.37,114,-737.1442200400813,21,20250403-195047
134,kein_Terminated,Zeit abgelaufen,0.31,39,548.9659863945587,21,20250403-195343
135,kein_Terminated,Zeit abgelaufen,0.45,504,-16736.15183758819,21,20250403-195547
136,kein_Terminated,Zeit abgelaufen,0.69,340,-4746.087526533484,21,20250403-195801
137,kein_Terminated,Zeit abgelaufen,0.53,478,-16916.784313499174,21,20250403-195958
138,kein_Terminated,Zeit abgelaufen,0.48,271,-5591.488899449364,21,20250403-200147
