DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_truncated,DEFAULT_Truncated_Version,DEFAULT_Truncated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls
2,300,2,0,50000.0,1,800000.0,99999,20,100,50,2,300,6,0.5,5,-10,TR1,0.19,1,-2,4

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.14,204,3764.0,21,20250406-235248
2,kein_Terminated,Zeit abgelaufen,0.24,115,3138.0,21,20250406-235306
3,kein_Terminated,Zeit abgelaufen,0.11,361,5528.0,21,20250406-235324
4,kein_Terminated,Zeit abgelaufen,0.15,251,4358.0,21,20250406-235342
5,kein_Terminated,Zeit abgelaufen,0.15,255,4522.0,21,20250406-235400
6,kein_Terminated,Zeit abgelaufen,0.19,202,4120.0,21,20250406-235418
7,kein_Terminated,Zeit abgelaufen,0.22,115,3038.0,21,20250406-235436
8,kein_Terminated,Zeit abgelaufen,0.13,222,4052.0,21,20250406-235454
9,kein_Terminated,Zeit abgelaufen,0.15,237,3968.0,21,20250406-235512
10,kein_Terminated,Zeit abgelaufen,0.21,183,3794.0,21,20250406-235530
11,kein_Terminated,Zeit abgelaufen,0.29,115,3646.0,21,20250406-235548
12,kein_Terminated,Zeit abgelaufen,0.15,291,4426.0,21,20250406-235606
13,kein_Terminated,Zeit abgelaufen,0.11,94,1984.0,21,20250406-235624
14,kein_Terminated,Zeit abgelaufen,0.21,357,5682.0,21,20250406-235642
15,kein_Terminated,Zeit abgelaufen,0.18,430,6440.0,21,20250406-235700
16,kein_Terminated,Zeit abgelaufen,0.21,224,4120.0,21,20250406-235718
17,kein_Terminated,Zeit abgelaufen,0.13,302,4496.0,21,20250406-235736
18,kein_Terminated,Zeit abgelaufen,0.21,387,5762.0,21,20250406-235754
19,kein_Terminated,Zeit abgelaufen,0.28,105,3006.0,21,20250406-235812
20,kein_Terminated,Zeit abgelaufen,0.21,302,4866.0,21,20250406-235830
21,kein_Terminated,Zeit abgelaufen,0.24,416,6342.0,21,20250406-235849
22,kein_Terminated,Zeit abgelaufen,0.22,363,5554.0,21,20250406-235907
23,kein_Terminated,Zeit abgelaufen,0.19,427,6064.0,21,20250406-235925
24,kein_Terminated,Zeit abgelaufen,0.26,437,6664.0,21,20250406-235944
25,kein_Terminated,Zeit abgelaufen,0.16,512,6950.0,21,20250407-000006
26,kein_Terminated,Zeit abgelaufen,0.26,435,6622.0,21,20250407-000027
27,kein_Terminated,Zeit abgelaufen,0.21,332,5200.0,21,20250407-000046
28,kein_Terminated,Zeit abgelaufen,0.19,454,6518.0,21,20250407-000105
29,kein_Terminated,Zeit abgelaufen,0.16,407,5876.0,21,20250407-000124
30,kein_Terminated,Zeit abgelaufen,0.22,415,5996.0,21,20250407-000144
31,kein_Terminated,Zeit abgelaufen,0.24,428,6418.0,21,20250407-000203
32,kein_Terminated,Zeit abgelaufen,0.18,451,6510.0,21,20250407-000223
33,kein_Terminated,Zeit abgelaufen,0.16,516,6886.0,21,20250407-000241
34,kein_Terminated,Zeit abgelaufen,0.09,512,6662.0,21,20250407-000300
35,kein_Terminated,Zeit abgelaufen,0.1,562,7254.0,21,20250407-000319
36,kein_Terminated,Zeit abgelaufen,0.08,583,7326.0,21,20250407-000338
37,kein_Terminated,Zeit abgelaufen,0.1,479,6398.0,21,20250407-000356
38,kein_Terminated,Zeit abgelaufen,0.09,531,6982.0,21,20250407-000415
39,kein_Terminated,Zeit abgelaufen,0.14,555,7540.0,21,20250407-000434
40,kein_Terminated,Zeit abgelaufen,0.1,573,7350.0,21,20250407-000452
41,kein_Terminated,Zeit abgelaufen,0.11,526,6750.0,21,20250407-000511
42,kein_Terminated,Zeit abgelaufen,0.1,534,6846.0,21,20250407-000529
43,kein_Terminated,Zeit abgelaufen,0.1,494,6494.0,21,20250407-000548
44,kein_Terminated,Zeit abgelaufen,0.16,499,6832.0,21,20250407-000606
45,kein_Terminated,Zeit abgelaufen,0.18,488,6854.0,21,20250407-000625
46,kein_Terminated,Zeit abgelaufen,0.23,400,5982.0,21,20250407-000643
47,kein_Terminated,Zeit abgelaufen,0.24,420,6450.0,21,20250407-000701
48,kein_Terminated,Zeit abgelaufen,0.19,484,7018.0,21,20250407-000720
49,kein_Terminated,Zeit abgelaufen,0.17,479,6800.0,21,20250407-000739
50,kein_Terminated,Zeit abgelaufen,0.17,511,7138.0,21,20250407-000757
51,kein_Terminated,Zeit abgelaufen,0.22,468,6970.0,21,20250407-000816
52,kein_Terminated,Zeit abgelaufen,0.17,502,7162.0,21,20250407-000835
53,kein_Terminated,Zeit abgelaufen,0.18,498,7112.0,21,20250407-000853
54,kein_Terminated,Zeit abgelaufen,0.18,470,6704.0,21,20250407-000912
55,kein_Terminated,Zeit abgelaufen,0.19,477,6826.0,21,20250407-000931
56,kein_Terminated,Zeit abgelaufen,0.21,501,7380.0,21,20250407-000949
57,kein_Terminated,Zeit abgelaufen,0.21,509,7388.0,21,20250407-001008
58,kein_Terminated,Zeit abgelaufen,0.23,473,6736.0,21,20250407-001026
59,kein_Terminated,Zeit abgelaufen,0.23,509,7492.0,21,20250407-001045
60,kein_Terminated,Zeit abgelaufen,0.24,509,7320.0,21,20250407-001103
61,kein_Terminated,Zeit abgelaufen,0.21,574,8018.0,21,20250407-001122
62,kein_Terminated,Zeit abgelaufen,0.22,515,7698.0,21,20250407-001141
63,kein_Terminated,Zeit abgelaufen,0.21,555,7964.0,21,20250407-001159
64,kein_Terminated,Zeit abgelaufen,0.2,530,7588.0,21,20250407-001219
65,kein_Terminated,Zeit abgelaufen,0.21,508,7454.0,21,20250407-001238
66,kein_Terminated,Zeit abgelaufen,0.18,395,6248.0,21,20250407-001257
67,kein_Terminated,Zeit abgelaufen,0.18,506,7234.0,21,20250407-001316
68,kein_Terminated,Zeit abgelaufen,0.17,505,7132.0,21,20250407-001335
69,kein_Terminated,Zeit abgelaufen,0.21,473,6964.0,21,20250407-001354
70,kein_Terminated,Zeit abgelaufen,0.18,536,7554.0,21,20250407-001413
71,kein_Terminated,Zeit abgelaufen,0.14,508,7142.0,21,20250407-001431
72,kein_Terminated,Zeit abgelaufen,0.14,546,7394.0,21,20250407-001450
73,kein_Terminated,Zeit abgelaufen,0.19,534,7648.0,21,20250407-001509
74,kein_Terminated,Zeit abgelaufen,0.16,545,7500.0,21,20250407-001528
