DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,120,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,120,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
1,kein_Terminated,Zeit abgelaufen,0.07,96,-6953.0,120.5,22,0,20250411-121601
2,kein_Terminated,Zeit abgelaufen,0.07,138,-9430.0,120.5,22,2,20250411-121613
3,kein_Terminated,Zeit abgelaufen,0.09,81,-5837.0,120.5,22,2,20250411-121625
4,kein_Terminated,Zeit abgelaufen,0.12,124,-5561.0,120.5,22,2,20250411-121637
5,kein_Terminated,Zeit abgelaufen,0.07,141,-6812.0,120.5,22,2,20250411-121648
6,kein_Terminated,Zeit abgelaufen,0.07,138,-8634.0,120.5,22,2,20250411-121700
7,kein_Terminated,Zeit abgelaufen,0.06,135,-7783.0,120.5,25,2,20250411-121714
8,kein_Terminated,Zeit abgelaufen,0.06,108,-5804.0,120.5,25,2,20250411-121729
9,kein_Terminated,Zeit abgelaufen,0.08,69,-5213.0,120.5,25,5,20250411-121743
10,kein_Terminated,Zeit abgelaufen,0.1,23,-480.0,120.5,25,5,20250411-121758
11,kein_Terminated,Zeit abgelaufen,0.13,122,-7424.0,120.5,25,5,20250411-121812
12,kein_Terminated,Zeit abgelaufen,0.12,89,-1460.0,120.5,25,5,20250411-121827
13,kein_Terminated,Zeit abgelaufen,0.09,129,-6345.0,120.5,25,5,20250411-121841
14,kein_Terminated,Zeit abgelaufen,0.08,127,-9604.0,120.5,24,5,20250411-121854
15,kein_Terminated,Zeit abgelaufen,0.08,120,-9515.0,120.5,24,5,20250411-121906
16,kein_Terminated,Zeit abgelaufen,0.09,114,-6394.0,120.5,24,2,20250411-121918
17,kein_Terminated,Zeit abgelaufen,0.14,122,-7248.0,120.5,24,2,20250411-121930
18,kein_Terminated,Zeit abgelaufen,0.07,184,-13178.0,120.5,24,2,20250411-121943
19,kein_Terminated,Zeit abgelaufen,0.14,106,-6020.0,120.5,24,2,20250411-121955
20,kein_Terminated,Zeit abgelaufen,0.1,15,1115.0,120.5,24,2,20250411-122007
21,kein_Terminated,Zeit abgelaufen,0.09,103,-4742.0,120.5,23,2,20250411-122019
22,kein_Terminated,Zeit abgelaufen,0.09,32,-1756.0,120.5,23,2,20250411-122031
23,kein_Terminated,Zeit abgelaufen,0.09,61,-3408.0,120.5,23,0,20250411-122043
24,kein_Terminated,Zeit abgelaufen,0.16,52,179.0,120.5,23,0,20250411-122055
25,kein_Terminated,Zeit abgelaufen,0.14,65,-2453.0,120.5,23,0,20250411-122107
26,kein_Terminated,Zeit abgelaufen,0.14,58,-1075.0,120.5,23,0,20250411-122119
27,kein_Terminated,Zeit abgelaufen,0.12,122,-4268.0,120.5,23,0,20250411-122131
28,kein_Terminated,Zeit abgelaufen,0.1,144,-5611.0,120.5,24,0,20250411-122143
29,kein_Terminated,Zeit abgelaufen,0.1,56,-1814.0,120.5,24,0,20250411-122156
30,kein_Terminated,Zeit abgelaufen,0.06,146,-10382.0,120.5,24,9,20250411-122208
31,kein_Terminated,Zeit abgelaufen,0.07,173,-11094.0,120.5,24,9,20250411-122220
32,kein_Terminated,Zeit abgelaufen,0.05,177,-9399.0,120.5,24,9,20250411-122232
33,kein_Terminated,Zeit abgelaufen,0.07,169,-12217.0,120.5,24,9,20250411-122245
34,kein_Terminated,Zeit abgelaufen,0.04,156,-7697.0,120.5,24,9,20250411-122257
35,kein_Terminated,Zeit abgelaufen,0.06,196,-15100.0,120.5,24,9,20250411-122309
36,kein_Terminated,Zeit abgelaufen,0.06,209,-13622.0,120.5,24,9,20250411-122321
37,kein_Terminated,Zeit abgelaufen,0.11,130,-7120.0,120.5,24,4,20250411-122333
38,kein_Terminated,Zeit abgelaufen,0.13,49,-1603.0,120.5,24,4,20250411-122346
39,kein_Terminated,Zeit abgelaufen,0.09,134,-9997.0,120.5,24,4,20250411-122358
40,kein_Terminated,Zeit abgelaufen,0.11,83,-2902.0,120.5,24,4,20250411-122410
41,kein_Terminated,Zeit abgelaufen,0.06,118,-9957.0,120.5,24,4,20250411-122423
42,kein_Terminated,Zeit abgelaufen,0.11,100,-6178.0,120.5,22,4,20250411-122434
43,kein_Terminated,Zeit abgelaufen,0.12,96,-3291.0,120.5,22,4,20250411-122446
44,kein_Terminated,Zeit abgelaufen,0.14,45,-369.0,120.5,22,2,20250411-122458
45,kein_Terminated,Zeit abgelaufen,0.13,120,-5328.0,120.5,22,2,20250411-122509
46,kein_Terminated,Zeit abgelaufen,0.1,95,-3304.0,120.5,22,2,20250411-122521
47,kein_Terminated,Zeit abgelaufen,0.16,79,-545.0,120.5,22,2,20250411-122533
48,kein_Terminated,Zeit abgelaufen,0.14,61,-756.0,120.5,22,2,20250411-122544
49,kein_Terminated,Zeit abgelaufen,0.06,164,-12834.0,120.5,25,2,20250411-122559
50,kein_Terminated,Zeit abgelaufen,0.06,195,-14700.0,120.5,25,2,20250411-122613
