DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,6,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
1,kein_Terminated,Zeit abgelaufen,0.16,178,-12416.0,300.5,22,0,20250411-230838
2,kein_Terminated,Zeit abgelaufen,0.17,232,-14025.0,300.5,22,5,20250411-230900
3,kein_Terminated,Zeit abgelaufen,0.14,248,-13072.0,300.5,22,5,20250411-230922
4,kein_Terminated,Zeit abgelaufen,0.21,75,85.0,300.5,22,5,20250411-230944
5,kein_Terminated,Zeit abgelaufen,0.24,240,-13554.0,300.5,22,5,20250411-231006
6,kein_Terminated,Zeit abgelaufen,0.23,204,-10005.0,300.5,22,5,20250411-231027
7,kein_Terminated,Zeit abgelaufen,0.16,298,-19154.0,300.5,25,5,20250411-231054
8,kein_Terminated,Zeit abgelaufen,0.15,384,-24401.0,300.5,25,5,20250411-231121
9,kein_Terminated,Zeit abgelaufen,0.22,261,-7239.0,300.5,25,8,20250411-231147
10,kein_Terminated,Zeit abgelaufen,0.14,263,-10647.0,300.5,25,8,20250411-231214
11,kein_Terminated,Zeit abgelaufen,0.15,348,-22235.0,300.5,25,8,20250411-231241
12,kein_Terminated,Zeit abgelaufen,0.21,160,-2939.0,300.5,25,8,20250411-231307
13,kein_Terminated,Zeit abgelaufen,0.19,316,-11736.0,300.5,25,8,20250411-231334
14,kein_Terminated,Zeit abgelaufen,0.1,339,-18589.0,300.5,25,8,20250411-231400
15,kein_Terminated,Zeit abgelaufen,0.19,354,-16423.0,300.5,25,8,20250411-231427
16,kein_Terminated,Zeit abgelaufen,0.16,288,-14924.0,300.5,25,7,20250411-231454
17,kein_Terminated,Zeit abgelaufen,0.2,257,-14052.0,300.5,25,7,20250411-231520
18,kein_Terminated,Zeit abgelaufen,0.15,243,-12648.0,300.5,25,7,20250411-231547
19,kein_Terminated,Zeit abgelaufen,0.29,352,-16620.0,300.5,25,7,20250411-231613
20,kein_Terminated,Zeit abgelaufen,0.19,363,-17990.0,300.5,25,7,20250411-231639
21,kein_Terminated,Zeit abgelaufen,0.15,198,-14418.0,300.5,23,7,20250411-231702
22,kein_Terminated,Zeit abgelaufen,0.18,286,-14305.0,300.5,23,7,20250411-231724
23,kein_Terminated,Zeit abgelaufen,0.23,273,-9965.0,300.5,23,8,20250411-231747
24,kein_Terminated,Zeit abgelaufen,0.17,127,-5259.0,300.5,23,8,20250411-231810
25,kein_Terminated,Zeit abgelaufen,0.26,163,-2042.0,300.5,23,8,20250411-231832
26,kein_Terminated,Zeit abgelaufen,0.27,108,-1595.0,300.5,23,8,20250411-231855
27,kein_Terminated,Zeit abgelaufen,0.19,233,-12081.0,300.5,23,8,20250411-231917
28,kein_Terminated,Zeit abgelaufen,0.21,223,-9724.0,300.5,22,8,20250411-231939
29,kein_Terminated,Zeit abgelaufen,0.23,246,-14853.0,300.5,22,8,20250411-232001
30,kein_Terminated,Zeit abgelaufen,0.15,210,-7389.0,300.5,22,2,20250411-232023
31,kein_Terminated,Zeit abgelaufen,0.2,89,-1198.0,300.5,22,2,20250411-232045
32,kein_Terminated,Zeit abgelaufen,0.19,31,1894.0,300.5,22,2,20250411-232107
33,kein_Terminated,Zeit abgelaufen,0.18,229,-10241.0,300.5,22,2,20250411-232129
34,kein_Terminated,Zeit abgelaufen,0.18,41,812.0,300.5,22,2,20250411-232151
35,kein_Terminated,Zeit abgelaufen,0.15,204,-10269.0,300.5,24,2,20250411-232214
36,kein_Terminated,Zeit abgelaufen,0.16,229,-15300.0,300.5,24,2,20250411-232237
37,kein_Terminated,Zeit abgelaufen,0.15,220,-12398.0,300.5,24,5,20250411-232300
38,kein_Terminated,Zeit abgelaufen,0.13,207,-12517.0,300.5,24,5,20250411-232323
39,kein_Terminated,Zeit abgelaufen,0.11,105,-4661.0,300.5,24,5,20250411-232346
40,kein_Terminated,Zeit abgelaufen,0.14,113,-3295.0,300.5,24,5,20250411-232409
41,kein_Terminated,Zeit abgelaufen,0.12,311,-18871.0,300.5,24,5,20250411-232432
42,kein_Terminated,Zeit abgelaufen,0.12,221,-14980.0,300.5,24,5,20250411-232455
43,kein_Terminated,Zeit abgelaufen,0.13,311,-20165.0,300.5,24,5,20250411-232518
44,kein_Terminated,Zeit abgelaufen,0.19,127,-1512.0,300.5,24,0,20250411-232541
45,kein_Terminated,Zeit abgelaufen,0.15,52,1132.0,300.5,24,0,20250411-232604
46,kein_Terminated,Zeit abgelaufen,0.21,184,-5441.0,300.5,24,0,20250411-232626
