DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size
4,300,2,-1,50000.0,1,500000.0,99999,20,100,50,4,300,2,1,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.36,340,-1550.564364713018,21,20250404-122501
2,kein_Terminated,Zeit abgelaufen,0.2,300,-2284.570812047037,21,20250404-122519
3,kein_Terminated,Zeit abgelaufen,0.26,476,-3104.2498103274424,21,20250404-122537
4,kein_Terminated,Zeit abgelaufen,0.29,510,-3970.879033155393,21,20250404-122555
5,kein_Terminated,Zeit abgelaufen,0.39,223,-630.4863840153848,21,20250404-122613
6,kein_Terminated,Zeit abgelaufen,0.43,461,-2090.651211593612,21,20250404-122632
7,kein_Terminated,Zeit abgelaufen,0.24,563,-5009.256579761546,21,20250404-122650
8,kein_Terminated,Zeit abgelaufen,0.37,747,-5179.516632780985,21,20250404-122709
9,kein_Terminated,Zeit abgelaufen,0.33,533,-3740.262821672351,21,20250404-122728
10,kein_Terminated,Zeit abgelaufen,0.32,589,-3805.516043032152,21,20250404-122747
11,kein_Terminated,Zeit abgelaufen,0.4,226,-321.0734411117338,21,20250404-122805
12,kein_Terminated,Zeit abgelaufen,0.43,772,-4671.955690903725,21,20250404-122824
13,kein_Terminated,Zeit abgelaufen,0.46,432,-2010.375939597996,21,20250404-122843
14,kein_Terminated,Zeit abgelaufen,0.35,427,-3191.9940706931507,21,20250404-122902
15,kein_Terminated,Zeit abgelaufen,0.4,364,-1597.4479540071407,21,20250404-122921
16,kein_Terminated,Zeit abgelaufen,0.45,268,-386.3454619782127,21,20250404-122940
17,kein_Terminated,Zeit abgelaufen,0.19,922,-10232.306764491057,21,20250404-122959
18,kein_Terminated,Zeit abgelaufen,0.33,593,-3874.2393045076583,21,20250404-123019
19,kein_Terminated,Zeit abgelaufen,0.51,450,-993.86821711714,21,20250404-123039
20,kein_Terminated,Zeit abgelaufen,0.37,331,-1630.2297637310157,21,20250404-123059
21,kein_Terminated,Zeit abgelaufen,0.4,333,-1247.9730381401428,21,20250404-123118
22,kein_Terminated,Zeit abgelaufen,0.38,638,-4929.744775042942,21,20250404-123138
23,kein_Terminated,Zeit abgelaufen,0.27,802,-7587.784625732628,21,20250404-123158
24,kein_Terminated,Zeit abgelaufen,0.39,756,-5823.015367949135,21,20250404-123218
25,kein_Terminated,Zeit abgelaufen,0.38,582,-3631.819633695981,21,20250404-123237
26,kein_Terminated,Zeit abgelaufen,0.28,807,-8060.9520525242715,21,20250404-123257
27,kein_Terminated,Zeit abgelaufen,0.51,618,-3578.163778506376,21,20250404-123316
28,kein_Terminated,Zeit abgelaufen,0.35,929,-9431.15708430892,21,20250404-123336
29,kein_Terminated,Zeit abgelaufen,0.25,973,-10470.55656272666,21,20250404-123355
30,kein_Terminated,Zeit abgelaufen,0.29,739,-7487.92190930625,21,20250404-123415
31,kein_Terminated,Zeit abgelaufen,0.45,100,773.300733576459,21,20250404-123434
32,kein_Terminated,Zeit abgelaufen,0.56,454,-1856.3586151416628,21,20250404-123454
33,kein_Terminated,Zeit abgelaufen,0.23,943,-9736.29745017678,21,20250404-123514
34,kein_Terminated,Zeit abgelaufen,0.38,1010,-11060.62785947515,21,20250404-123533
35,kein_Terminated,Zeit abgelaufen,0.3,802,-8145.466862677671,21,20250404-123553
36,kein_Terminated,Zeit abgelaufen,0.36,1073,-10623.265940974268,21,20250404-123613
37,kein_Terminated,Zeit abgelaufen,0.34,732,-5692.513457816405,21,20250404-123632
38,kein_Terminated,Zeit abgelaufen,0.29,722,-6983.323376879846,21,20250404-123651
39,kein_Terminated,Zeit abgelaufen,0.38,498,-4005.5020000821387,21,20250404-123739
40,kein_Terminated,Zeit abgelaufen,0.57,721,-4439.42559238455,21,20250404-123801
41,kein_Terminated,Zeit abgelaufen,0.4,741,-5313.027453263097,21,20250404-123821
1,kein_Terminated,Zeit abgelaufen,0.14,1132,-14129.972322841555,21,20250404-123854
42,kein_Terminated,Zeit abgelaufen,0.38,752,-6373.836399534969,21,20250404-123902
43,kein_Terminated,Zeit abgelaufen,0.13,1177,-15955.587056089287,21,20250404-123923
44,kein_Terminated,Zeit abgelaufen,0.57,501,-252.62979228322655,21,20250404-123943
45,kein_Terminated,Zeit abgelaufen,0.39,202,-248.7553376074301,21,20250404-124003
46,kein_Terminated,Zeit abgelaufen,0.34,481,-2922.980182292522,21,20250404-124023
47,kein_Terminated,Zeit abgelaufen,0.34,351,-1799.1371001137388,21,20250404-124043
48,kein_Terminated,Zeit abgelaufen,0.37,307,-841.487623890032,21,20250404-124104
49,kein_Terminated,Zeit abgelaufen,0.37,692,-4799.263190628828,21,20250404-124124
50,kein_Terminated,Zeit abgelaufen,0.27,1139,-14086.564717481635,21,20250404-124145
51,kein_Terminated,Zeit abgelaufen,0.27,1045,-12510.194274109737,21,20250404-124205
52,kein_Terminated,Zeit abgelaufen,0.38,1045,-11417.25071884513,21,20250404-124226
53,kein_Terminated,Zeit abgelaufen,0.33,1086,-11307.972080613492,21,20250404-124246
54,kein_Terminated,Zeit abgelaufen,0.26,1041,-11120.50905689007,21,20250404-124307
55,kein_Terminated,Zeit abgelaufen,0.28,916,-9554.86316672891,21,20250404-124327
56,kein_Terminated,Zeit abgelaufen,0.42,162,632.5595462682834,21,20250404-124347
57,kein_Terminated,Zeit abgelaufen,0.4,161,405.09328510724606,21,20250404-124408
58,kein_Terminated,Zeit abgelaufen,0.39,122,194.6031221319347,21,20250404-124426
59,kein_Terminated,Zeit abgelaufen,0.44,406,-2662.3767839500383,21,20250404-124514
60,kein_Terminated,Zeit abgelaufen,0.59,735,-4931.499060811381,21,20250404-124604
61,kein_Terminated,Zeit abgelaufen,0.41,369,-2993.163207924982,21,20250404-124654
62,kein_Terminated,Zeit abgelaufen,0.47,924,-9469.903644950211,21,20250404-124745
63,kein_Terminated,Zeit abgelaufen,0.35,166,-32.82645072871297,21,20250404-124833
64,kein_Terminated,Zeit abgelaufen,0.44,565,-4142.130375440739,21,20250404-124921
65,kein_Terminated,Zeit abgelaufen,0.54,579,-3901.2900624060544,21,20250404-125009
66,kein_Terminated,Zeit abgelaufen,0.65,488,-2374.946149315963,21,20250404-125059
67,kein_Terminated,Zeit abgelaufen,0.49,118,1263.679029975503,21,20250404-125148
