DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_Procent_Step,DEFAULT_explore_Matrix_Size
10,300,2,-1,50000.0,1,100000.0,99999,20,100,50,10,300,5,1,0.01,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.32,1891,-59706.027808871935,21,20250403-140825
2,kein_Terminated,Zeit abgelaufen,0.5,1522,-62429.80875338678,21,20250403-141036
3,kein_Terminated,Zeit abgelaufen,0.39,2543,-110042.87561903796,21,20250403-141253
4,kein_Terminated,Zeit abgelaufen,0.63,1897,-69022.19630186622,21,20250403-141515
5,kein_Terminated,Zeit abgelaufen,0.49,2462,-106083.04982069746,21,20250403-141734
6,kein_Terminated,Zeit abgelaufen,0.36,2325,-108614.21848801279,21,20250403-142233
7,kein_Terminated,Zeit abgelaufen,0.46,1755,-75630.0907188055,21,20250403-142518
8,kein_Terminated,Zeit abgelaufen,0.46,2310,-95844.79418365903,21,20250403-142759
9,kein_Terminated,Zeit abgelaufen,0.43,2430,-110709.52141836405,21,20250403-143052
10,kein_Terminated,Zeit abgelaufen,0.27,2707,-126537.22760831678,21,20250403-143343
11,kein_Terminated,Zeit abgelaufen,0.22,2303,-88907.9075008899,21,20250403-143633
12,kein_Terminated,Zeit abgelaufen,0.5,934,-38933.676885951674,21,20250403-143918
13,kein_Terminated,Zeit abgelaufen,0.4,1859,-86129.56393849716,21,20250403-144218
14,kein_Terminated,Zeit abgelaufen,0.44,2198,-96890.34978794307,21,20250403-144641
15,kein_Terminated,Zeit abgelaufen,0.39,1946,-70977.38458818685,21,20250403-144925
16,kein_Terminated,Zeit abgelaufen,0.38,1132,-48908.72422673246,21,20250403-145244
1,kein_Terminated,Zeit abgelaufen,0.14,83,-4770.434412295086,21,20250403-145721
17,kein_Terminated,Zeit abgelaufen,0.44,2470,-112149.3558735351,21,20250403-145826
18,kein_Terminated,Zeit abgelaufen,0.32,498,-19494.198518336256,21,20250403-150130
19,kein_Terminated,Zeit abgelaufen,0.38,1482,-54710.04902204077,21,20250403-150434
20,kein_Terminated,Zeit abgelaufen,0.41,1010,-33139.14083449701,21,20250403-150750
21,kein_Terminated,Zeit abgelaufen,0.23,2028,-96845.57422622626,21,20250403-151104
22,kein_Terminated,Zeit abgelaufen,0.27,274,-6267.055527143381,21,20250403-151418
23,kein_Terminated,Zeit abgelaufen,0.24,895,-30570.3294598142,21,20250403-151737
24,kein_Terminated,Zeit abgelaufen,0.47,1738,-73571.09160000141,21,20250403-152109
25,kein_Terminated,Zeit abgelaufen,0.59,2183,-92948.33957600966,21,20250403-152421
26,kein_Terminated,Zeit abgelaufen,0.17,1552,-71793.38434590801,21,20250403-152915
27,kein_Terminated,Zeit abgelaufen,0.3,368,-11536.97494626529,21,20250403-153239
28,kein_Terminated,Zeit abgelaufen,0.42,1565,-67521.68567572575,21,20250403-153602
29,kein_Terminated,Zeit abgelaufen,0.46,748,-29134.172835708854,21,20250403-153924
30,kein_Terminated,Zeit abgelaufen,0.32,953,-40661.90622865131,21,20250403-154416
31,kein_Terminated,Zeit abgelaufen,0.5,1882,-70256.71893601204,21,20250403-154738
32,kein_Terminated,Zeit abgelaufen,0.14,2912,-149856.47016761027,21,20250403-155127
33,kein_Terminated,Zeit abgelaufen,0.36,121,-3564.386734050524,21,20250403-155528
