DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_Procent_Step,DEFAULT_explore_Matrix_Size
2,300,2,-1,50000.0,1,36000,99999999999999,20,100,50,2,300,5,1,0.01,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.15,352,-13289.922290613487,0,20250404-005053
2,kein_Terminated,Zeit abgelaufen,0.17,798,-20792.49364791805,0,20250404-005103
3,kein_Terminated,Zeit abgelaufen,0.26,1209,-17269.505449200522,0,20250404-005114
4,kein_Terminated,Zeit abgelaufen,0.23,1745,-28462.588402632824,0,20250404-005124
5,kein_Terminated,Zeit abgelaufen,0.25,2263,-28225.838882958436,0,20250404-005134
6,kein_Terminated,Zeit abgelaufen,0.14,2849,-36248.89262998812,0,20250404-005144
7,kein_Terminated,Zeit abgelaufen,0.18,3395,-31960.647189708667,0,20250404-005155
8,kein_Terminated,Zeit abgelaufen,0.15,3980,-34091.020704936476,0,20250404-005205
9,kein_Terminated,Zeit abgelaufen,0.24,4481,-29690.451243614778,0,20250404-005216
10,kein_Terminated,Zeit abgelaufen,0.25,5011,-31533.615598551012,0,20250404-005226
11,kein_Terminated,Zeit abgelaufen,0.14,5515,-31531.98452891688,0,20250404-005237
12,kein_Terminated,Zeit abgelaufen,0.3,6074,-33216.83175273601,0,20250404-005247
