DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_Procent_Step,DEFAULT_explore_Matrix_Size
2,300,2,-1,50000.0,1,36000,99999999999999,200,100,50,2,300,5,1,0.01,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.16,290,-10219.709664465267,0,20250404-004425
2,kein_Terminated,Zeit abgelaufen,0.22,727,-18015.971298894892,0,20250404-004435
3,kein_Terminated,Zeit abgelaufen,0.23,1206,-24208.544390309387,0,20250404-004446
4,kein_Terminated,Zeit abgelaufen,0.18,1701,-27265.339619165843,0,20250404-004456
5,kein_Terminated,Zeit abgelaufen,0.17,2254,-32251.947281119465,0,20250404-004506
6,kein_Terminated,Zeit abgelaufen,0.1,2848,-38359.167804792974,0,20250404-004517
7,kein_Terminated,Zeit abgelaufen,0.26,3336,-29032.200776357677,0,20250404-004528
8,kein_Terminated,Zeit abgelaufen,0.2,3808,-28483.232702625875,0,20250404-004538
9,kein_Terminated,Zeit abgelaufen,0.16,4368,-34259.12888733691,0,20250404-004548
10,kein_Terminated,Zeit abgelaufen,0.2,4860,-28804.459123023844,0,20250404-004559
11,kein_Terminated,Zeit abgelaufen,0.23,5431,-34716.62470004997,0,20250404-004609
12,kein_Terminated,Zeit abgelaufen,0.4,5916,-25357.797107021695,0,20250404-004620
13,kein_Terminated,Zeit abgelaufen,0.31,6478,-30116.43344661595,0,20250404-004630
14,kein_Terminated,Zeit abgelaufen,0.13,7031,-33632.75584083394,0,20250404-004641
15,kein_Terminated,Zeit abgelaufen,0.35,7532,-27506.590092462113,0,20250404-004652
16,kein_Terminated,Zeit abgelaufen,0.33,8036,-26479.628961115777,0,20250404-004702
17,kein_Terminated,Zeit abgelaufen,0.25,8507,-25034.94567727361,0,20250404-004714
18,kein_Terminated,Zeit abgelaufen,0.1,9070,-36309.95474249408,0,20250404-004724
19,kein_Terminated,Zeit abgelaufen,0.23,9568,-28383.78666534096,0,20250404-004734
20,kein_Terminated,Zeit abgelaufen,0.31,10056,-26840.231969663728,0,20250404-004745
21,kein_Terminated,Zeit abgelaufen,0.22,10598,-34332.13982458783,0,20250404-004755
22,kein_Terminated,Zeit abgelaufen,0.27,11135,-30652.557540267182,0,20250404-004806
23,kein_Terminated,Zeit abgelaufen,0.31,11601,-26703.540394309235,0,20250404-004816
24,kein_Terminated,Zeit abgelaufen,0.28,12022,-22578.945187055488,0,20250404-004826
25,kein_Terminated,Zeit abgelaufen,0.32,12489,-26013.1062137579,0,20250404-004837
26,kein_Terminated,Zeit abgelaufen,0.27,12987,-29182.281779263776,0,20250404-004847
27,kein_Terminated,Zeit abgelaufen,0.24,13507,-29554.120618337907,0,20250404-004858
28,kein_Terminated,Zeit abgelaufen,0.22,14080,-33484.169162542006,0,20250404-004908
29,kein_Terminated,Zeit abgelaufen,0.21,14548,-25998.309115933855,0,20250404-004919
30,kein_Terminated,Zeit abgelaufen,0.21,15045,-27247.084294228138,0,20250404-004929
31,kein_Terminated,Zeit abgelaufen,0.17,15621,-34857.845856273765,0,20250404-004940
32,kein_Terminated,Zeit abgelaufen,0.25,16116,-29546.973617878604,0,20250404-004950
