DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_NUMBER_LAST_ACTIONS
2,300,2,-0.5,50000.0,1,172800,99999999999999,20,100,50,2,300,10,0.5,5,-1000,0.15,0.25,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Uhrzeit Welt
0,Zu nah an der Wand,kein_Truncared,0.06,5,-700.0,41.5,21,20250408-213313
0,Zu nah an der Wand,kein_Truncared,0.04,4,-808.5,22.0,21,20250408-213343
0,Zu nah an der Wand,kein_Truncared,0.07,10,-648.0,63.5,21,20250408-213416
0,Zu nah an der Wand,kein_Truncared,0.02,5,-904.0,9.5,21,20250408-213450
0,Zu nah an der Wand,kein_Truncared,0.07,4,-632.5,46.0,21,20250408-213524
0,Zu nah an der Wand,kein_Truncared,0.01,1,-991.5,1.0,21,20250408-213557
0,Zu nah an der Wand,kein_Truncared,0.01,2,-972.5,2.0,21,20250408-213629
0,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250408-213704
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-213737
0,Zu nah an der Wand,kein_Truncared,0.01,3,-971.5,1.0,21,20250408-213808
0,Zu nah an der Wand,kein_Truncared,0.05,2,-757.5,37.0,21,20250408-213842
0,Zu nah an der Wand,kein_Truncared,0.05,3,-727.0,34.5,21,20250408-213916
0,Zu nah an der Wand,kein_Truncared,0.01,2,-982.5,2.0,21,20250408-213950
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-214022
0,Zu nah an der Wand,kein_Truncared,0.02,4,-924.0,3.5,21,20250408-214054
0,Zu nah an der Wand,kein_Truncared,0.01,3,-971.5,1.0,21,20250408-214126
0,Zu nah an der Wand,kein_Truncared,0.05,7,-760.0,39.5,21,20250408-214159
0,Zu nah an der Wand,kein_Truncared,0.14,1,-249.0,112.5,21,20250408-214234
0,Zu nah an der Wand,kein_Truncared,0.03,3,-861.5,39.0,21,20250408-214305
0,Zu nah an der Wand,kein_Truncared,0.04,2,-814.5,28.0,21,20250408-214338
0,Zu nah an der Wand,kein_Truncared,0.02,2,-909.5,9.0,21,20250408-214407
0,Zu nah an der Wand,kein_Truncared,0.04,4,-833.0,24.5,21,20250408-214441
0,Zu nah an der Wand,kein_Truncared,0.03,3,-874.5,6.0,21,20250408-214514
0,Zu nah an der Wand,kein_Truncared,0.03,5,-869.0,8.5,21,20250408-214547
0,Zu nah an der Wand,kein_Truncared,0.07,2,-662.5,110.0,21,20250408-214623
0,Zu nah an der Wand,kein_Truncared,0.05,10,-789.5,63.0,21,20250408-214701
0,Zu nah an der Wand,kein_Truncared,0.04,3,-831.0,14.5,21,20250408-214732
0,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250408-214803
0,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250408-214833
0,Zu nah an der Wand,kein_Truncared,0.01,5,-952.5,2.0,21,20250408-214904
0,Zu nah an der Wand,kein_Truncared,0.02,9,-907.0,6.5,21,20250408-214933
0,Zu nah an der Wand,kein_Truncared,0.01,3,-972.5,2.0,21,20250408-215002
0,Zu nah an der Wand,kein_Truncared,0.02,5,-939.0,4.5,21,20250408-215030
0,Zu nah an der Wand,kein_Truncared,0.05,14,-793.0,48.5,21,20250408-215107
0,Zu nah an der Wand,kein_Truncared,0.03,3,-878.0,17.5,21,20250408-215142
0,Zu nah an der Wand,kein_Truncared,0.01,3,-981.5,1.0,21,20250408-215213
0,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250408-215245
0,Zu nah an der Wand,kein_Truncared,0.08,22,-588.0,95.5,21,20250408-215321
0,Zu nah an der Wand,kein_Truncared,0.04,12,-793.0,22.5,21,20250408-215357
0,Zu nah an der Wand,kein_Truncared,0.05,15,-805.0,74.5,21,20250408-215433
0,Zu nah an der Wand,kein_Truncared,0.04,6,-827.0,28.5,21,20250408-215507
0,Zu nah an der Wand,kein_Truncared,0.04,10,-782.0,25.5,21,20250408-215540
0,Zu nah an der Wand,kein_Truncared,0.03,3,-851.5,31.0,21,20250408-215615
0,Zu nah an der Wand,kein_Truncared,0.04,9,-809.5,21.0,21,20250408-215650
0,Zu nah an der Wand,kein_Truncared,0.04,1,-808.0,39.5,21,20250408-215724
0,Zu nah an der Wand,kein_Truncared,0.03,3,-851.0,8.5,21,20250408-215757
0,Zu nah an der Wand,kein_Truncared,0.03,43,-886.5,28.0,21,20250408-215832
0,Zu nah an der Wand,kein_Truncared,0.03,3,-876.5,10.0,21,20250408-215900
0,Zu nah an der Wand,kein_Truncared,0.03,4,-877.0,6.5,21,20250408-215932
0,Zu nah an der Wand,kein_Truncared,0.01,2,-983.0,0.5,21,20250408-220002
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220036
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220108
0,Zu nah an der Wand,kein_Truncared,0.02,2,-950.0,5.5,21,20250408-220142
0,Zu nah an der Wand,kein_Truncared,0.01,4,-974.0,1.5,21,20250408-220213
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220246
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220313
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220341
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220411
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220445
0,Zu nah an der Wand,kein_Truncared,0.01,2,-991.5,1.0,21,20250408-220520
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-220549
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-220619
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220651
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-220724
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220759
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-220829
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-220901
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-220933
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-221005
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-221035
0,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-221108
0,Zu nah an der Wand,kein_Truncared,0.01,1,-957.5,3.0,21,20250408-221139
0,Zu nah an der Wand,kein_Truncared,0.01,1,-965.5,1.0,21,20250408-221210
0,Zu nah an der Wand,kein_Truncared,0.01,1,-954.5,4.0,21,20250408-221242
0,Zu nah an der Wand,kein_Truncared,0.06,1,-722.5,42.0,21,20250408-221316
0,Zu nah an der Wand,kein_Truncared,0.17,5,-92.0,147.5,21,20250408-221356
0,Zu nah an der Wand,kein_Truncared,0.03,2,-869.0,14.5,21,20250408-221430
0,Zu nah an der Wand,kein_Truncared,0.01,1,-963.5,1.0,21,20250408-221503
0,Zu nah an der Wand,kein_Truncared,0.01,1,-963.5,1.0,21,20250408-221535
0,Zu nah an der Wand,kein_Truncared,0.03,2,-871.0,18.5,21,20250408-221609
0,Zu nah an der Wand,kein_Truncared,0.02,1,-930.0,3.5,21,20250408-221642
0,Zu nah an der Wand,kein_Truncared,0.02,1,-911.0,8.5,21,20250408-221716
0,Zu nah an der Wand,kein_Truncared,0.06,2,-713.0,78.5,21,20250408-221753
0,Zu nah an der Wand,kein_Truncared,0.02,1,-923.0,12.5,21,20250408-221825
0,Zu nah an der Wand,kein_Truncared,0.04,1,-836.0,23.5,21,20250408-221859
0,Zu nah an der Wand,kein_Truncared,0.01,1,-981.0,0.5,21,20250408-221930
0,Zu nah an der Wand,kein_Truncared,0.08,1,-652.5,104.0,21,20250408-222006
0,Zu nah an der Wand,kein_Truncared,0.01,1,-952.5,2.0,21,20250408-222042
0,Zu nah an der Wand,kein_Truncared,0.02,1,-937.5,3.0,21,20250408-222113
0,Zu nah an der Wand,kein_Truncared,0.09,24,-513.5,57.0,21,20250408-222144
0,Zu nah an der Wand,kein_Truncared,0.01,1,-964.5,2.0,21,20250408-222214
0,Zu nah an der Wand,kein_Truncared,0.03,2,-865.5,25.0,21,20250408-222250
0,Zu nah an der Wand,kein_Truncared,0.01,1,-981.0,0.5,21,20250408-222322
0,Zu nah an der Wand,kein_Truncared,0.06,1,-695.5,35.0,21,20250408-222356
0,Zu nah an der Wand,kein_Truncared,0.04,8,-793.5,17.0,21,20250408-222429
0,Zu nah an der Wand,kein_Truncared,0.03,5,-845.5,17.0,21,20250408-222503
0,Zu nah an der Wand,kein_Truncared,0.05,4,-726.0,25.5,21,20250408-222536
0,Zu nah an der Wand,kein_Truncared,0.21,44,201.5,118.0,21,20250408-222614
0,Zu nah an der Wand,kein_Truncared,0.05,7,-759.5,37.0,21,20250408-222650
0,Zu nah an der Wand,kein_Truncared,0.03,14,-871.0,18.5,21,20250408-222723
0,Zu nah an der Wand,kein_Truncared,0.14,19,-275.0,172.5,21,20250408-222803
0,Zu nah an der Wand,kein_Truncared,0.05,2,-754.5,32.0,21,20250408-222837
0,Zu nah an der Wand,kein_Truncared,0.06,1,-707.5,57.0,21,20250408-222910
0,Zu nah an der Wand,kein_Truncared,0.03,1,-843.0,16.5,21,20250408-222941
0,Zu nah an der Wand,kein_Truncared,0.02,8,-895.0,10.5,21,20250408-223013
0,Zu nah an der Wand,kein_Truncared,0.02,7,-931.0,6.5,21,20250408-223047
0,Zu nah an der Wand,kein_Truncared,0.02,8,-920.0,7.5,21,20250408-223119
0,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250408-223152
0,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250408-223223
0,Zu nah an der Wand,kein_Truncared,0.04,4,-818.5,26.0,21,20250408-223252
0,Zu nah an der Wand,kein_Truncared,0.03,3,-856.5,28.0,21,20250408-223323
0,Zu nah an der Wand,kein_Truncared,0.03,4,-843.0,20.5,21,20250408-223352
0,Zu nah an der Wand,kein_Truncared,0.05,6,-757.0,24.5,21,20250408-223423
0,Zu nah an der Wand,kein_Truncared,0.09,12,-538.0,91.5,21,20250408-223501
0,Zu nah an der Wand,kein_Truncared,0.06,8,-735.0,78.5,21,20250408-223538
0,Zu nah an der Wand,kein_Truncared,0.04,2,-773.0,22.5,21,20250408-223610
0,Zu nah an der Wand,kein_Truncared,0.18,3,-36.5,194.0,21,20250408-223651
0,Zu nah an der Wand,kein_Truncared,0.09,48,-527.0,94.5,21,20250408-223728
0,Zu nah an der Wand,kein_Truncared,0.03,7,-849.0,10.5,21,20250408-223802
0,Zu nah an der Wand,kein_Truncared,0.03,5,-880.5,8.0,21,20250408-223837
0,Zu nah an der Wand,kein_Truncared,0.03,4,-883.0,8.5,21,20250408-223908
1,kein_Terminated,Zeit abgelaufen,0.17,0,761.0,300.5,21,20250408-223953
1,Zu nah an der Wand,kein_Truncared,0.05,10,-745.5,35.0,21,20250408-224027
2,kein_Terminated,Zeit abgelaufen,0.2,0,969.0,300.5,21,20250408-224111
2,Zu nah an der Wand,kein_Truncared,0.04,2,-803.0,28.5,21,20250408-224146
2,Zu nah an der Wand,kein_Truncared,0.03,2,-888.5,8.0,21,20250408-224217
2,Zu nah an der Wand,kein_Truncared,0.04,2,-828.5,16.0,21,20250408-224251
2,Zu nah an der Wand,kein_Truncared,0.03,2,-885.0,22.5,21,20250408-224326
2,Zu nah an der Wand,kein_Truncared,0.02,1,-908.5,8.0,21,20250408-224358
2,Zu nah an der Wand,kein_Truncared,0.04,1,-799.0,30.5,21,20250408-224430
2,Zu nah an der Wand,kein_Truncared,0.02,1,-942.0,3.5,21,20250408-224503
2,Zu nah an der Wand,kein_Truncared,0.03,2,-865.0,26.5,21,20250408-224533
2,Zu nah an der Wand,kein_Truncared,0.2,9,136.0,171.5,21,20250408-224612
2,Zu nah an der Wand,kein_Truncared,0.04,4,-815.0,54.5,21,20250408-224647
2,Zu nah an der Wand,kein_Truncared,0.01,1,-965.5,1.0,21,20250408-224717
2,Zu nah an der Wand,kein_Truncared,0.02,1,-933.5,5.0,21,20250408-224749
2,Zu nah an der Wand,kein_Truncared,0.1,1,-536.5,170.0,21,20250408-224831
2,Zu nah an der Wand,kein_Truncared,0.15,7,-264.0,199.5,21,20250408-224907
2,Zu nah an der Wand,kein_Truncared,0.02,8,-893.0,8.5,21,20250408-224910
2,Zu nah an der Wand,kein_Truncared,0.04,2,-833.5,21.0,21,20250408-224914
2,Zu nah an der Wand,kein_Truncared,0.09,8,-515.5,97.0,21,20250408-224921
2,Zu nah an der Wand,kein_Truncared,0.13,2,-343.5,133.0,21,20250408-224932
2,Zu nah an der Wand,kein_Truncared,0.15,2,-192.0,127.5,21,20250408-224941
2,Zu nah an der Wand,kein_Truncared,0.11,8,-413.5,99.0,21,20250408-224949
2,Zu nah an der Wand,kein_Truncared,0.11,10,-432.5,148.0,21,20250408-224959
3,kein_Terminated,Zeit abgelaufen,0.14,0,571.0,300.5,21,20250408-225015
3,Zu nah an der Wand,kein_Truncared,0.03,8,-888.0,11.5,21,20250408-225024
3,Zu nah an der Wand,kein_Truncared,0.13,3,-384.0,197.5,21,20250408-225039
3,Zu nah an der Wand,kein_Truncared,0.01,2,-962.0,1.5,21,20250408-225046
3,Zu nah an der Wand,kein_Truncared,0.09,4,-558.5,90.0,21,20250408-225058
3,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-225105
3,Zu nah an der Wand,kein_Truncared,0.01,3,-991.5,1.0,21,20250408-225111
3,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-225119
3,Zu nah an der Wand,kein_Truncared,0.15,10,-179.0,96.5,21,20250408-225130
3,Zu nah an der Wand,kein_Truncared,0.03,6,-881.0,8.5,21,20250408-225138
3,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-225146
3,Zu nah an der Wand,kein_Truncared,0.04,12,-831.0,16.5,21,20250408-225154
3,Zu nah an der Wand,kein_Truncared,0.04,4,-807.0,26.5,21,20250408-225202
3,Zu nah an der Wand,kein_Truncared,0.01,1,-991.5,1.0,21,20250408-225209
3,Zu nah an der Wand,kein_Truncared,0.03,5,-837.0,14.5,21,20250408-225216
3,Zu nah an der Wand,kein_Truncared,0.08,9,-595.0,66.5,21,20250408-225226
3,Zu nah an der Wand,kein_Truncared,0.03,3,-854.0,15.5,21,20250408-225233
3,Zu nah an der Wand,kein_Truncared,0.07,3,-612.0,31.5,21,20250408-225241
3,Zu nah an der Wand,kein_Truncared,0.04,8,-818.5,20.0,21,20250408-225249
3,Zu nah an der Wand,kein_Truncared,0.03,5,-891.0,30.5,21,20250408-225258
3,Zu nah an der Wand,kein_Truncared,0.08,12,-624.0,113.5,21,20250408-225309
3,Zu nah an der Wand,kein_Truncared,0.02,3,-927.0,6.5,21,20250408-225317
3,Zu nah an der Wand,kein_Truncared,0.05,5,-747.0,26.5,21,20250408-225324
3,Zu nah an der Wand,kein_Truncared,0.02,3,-923.5,9.0,21,20250408-225331
3,Zu nah an der Wand,kein_Truncared,0.04,4,-825.0,18.5,21,20250408-225339
3,Zu nah an der Wand,kein_Truncared,0.02,1,-907.0,4.5,21,20250408-225345
3,Zu nah an der Wand,kein_Truncared,0.12,8,-349.0,76.5,21,20250408-225355
3,Zu nah an der Wand,kein_Truncared,0.13,9,-323.0,130.5,21,20250408-225407
3,Zu nah an der Wand,kein_Truncared,0.18,9,-61.5,193.0,21,20250408-225423
3,Zu nah an der Wand,kein_Truncared,0.01,1,-973.0,2.5,21,20250408-225429
3,Zu nah an der Wand,kein_Truncared,0.01,1,-981.0,0.5,21,20250408-225435
4,kein_Terminated,Zeit abgelaufen,0.18,0,865.0,300.5,21,20250408-225456
4,Zu nah an der Wand,kein_Truncared,0.01,1,-964.0,1.5,21,20250408-225503
4,Zu nah an der Wand,kein_Truncared,0.03,1,-845.5,11.0,21,20250408-225506
5,kein_Terminated,Zeit abgelaufen,0.17,0,773.0,300.5,21,20250408-225523
5,Zu nah an der Wand,kein_Truncared,0.01,1,-971.5,3.0,21,20250408-225552
6,kein_Terminated,Zeit abgelaufen,0.12,0,457.0,300.5,21,20250408-225635
6,Zu nah an der Wand,kein_Truncared,0.05,10,-758.0,69.5,21,20250408-225712
6,Zu nah an der Wand,kein_Truncared,0.05,2,-736.5,46.0,21,20250408-225745
6,Zu nah an der Wand,kein_Truncared,0.05,4,-719.5,35.0,21,20250408-225818
6,Zu nah an der Wand,kein_Truncared,0.06,4,-652.0,29.5,21,20250408-225854
6,Zu nah an der Wand,kein_Truncared,0.09,6,-584.0,109.5,21,20250408-225932
6,Zu nah an der Wand,kein_Truncared,0.03,3,-886.0,15.5,21,20250408-230006
6,Zu nah an der Wand,kein_Truncared,0.03,3,-867.5,13.0,21,20250408-230032
6,Zu nah an der Wand,kein_Truncared,0.05,7,-743.5,41.0,21,20250408-230106
6,Zu nah an der Wand,kein_Truncared,0.09,10,-504.0,83.5,21,20250408-230141
6,Zu nah an der Wand,kein_Truncared,0.16,7,-129.5,173.0,21,20250408-230222
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-230249
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-230319
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-230351
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-230422
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-230455
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-230526
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1010.5,0.0,21,20250408-230555
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-230630
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-230703
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-230736
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-230808
6,Zu nah an der Wand,kein_Truncared,0.04,4,-811.0,16.5,21,20250408-230840
6,Zu nah an der Wand,kein_Truncared,0.1,3,-443.5,83.0,21,20250408-230917
6,Zu nah an der Wand,kein_Truncared,0.09,15,-536.5,88.0,21,20250408-230953
6,Zu nah an der Wand,kein_Truncared,0.03,1,-841.0,12.5,21,20250408-231025
6,Zu nah an der Wand,kein_Truncared,0.08,1,-546.0,53.5,21,20250408-231100
6,Zu nah an der Wand,kein_Truncared,0.13,5,-347.0,138.5,21,20250408-231135
6,Zu nah an der Wand,kein_Truncared,0.08,3,-569.5,69.0,21,20250408-231210
6,Zu nah an der Wand,kein_Truncared,0.01,1,-974.5,2.0,21,20250408-231240
6,Zu nah an der Wand,kein_Truncared,0.02,1,-934.5,4.0,21,20250408-231312
6,Zu nah an der Wand,kein_Truncared,0.06,1,-693.0,40.5,21,20250408-231346
6,Zu nah an der Wand,kein_Truncared,0.02,1,-944.5,8.0,21,20250408-231422
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-231455
6,Zu nah an der Wand,kein_Truncared,0.03,2,-873.5,11.0,21,20250408-231527
6,Zu nah an der Wand,kein_Truncared,0.05,13,-758.5,22.0,21,20250408-231601
6,Zu nah an der Wand,kein_Truncared,0.01,2,-991.0,0.5,21,20250408-231634
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-231706
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-231735
6,Zu nah an der Wand,kein_Truncared,0.1,7,-479.0,64.5,21,20250408-231807
6,Zu nah an der Wand,kein_Truncared,0.01,2,-972.0,1.5,21,20250408-231837
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-231907
6,Zu nah an der Wand,kein_Truncared,0.02,7,-952.5,8.0,21,20250408-231940
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-232012
6,Zu nah an der Wand,kein_Truncared,0.1,3,-471.0,76.5,21,20250408-232046
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-232118
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-232149
6,Zu nah an der Wand,kein_Truncared,0.02,4,-917.5,7.0,21,20250408-232223
6,Zu nah an der Wand,kein_Truncared,0.01,4,-963.0,2.5,21,20250408-232256
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-232326
6,Zu nah an der Wand,kein_Truncared,0.01,3,-963.0,2.5,21,20250408-232357
6,Zu nah an der Wand,kein_Truncared,0.02,8,-909.5,11.0,21,20250408-232424
6,Zu nah an der Wand,kein_Truncared,0.03,2,-890.5,8.0,21,20250408-232456
6,Zu nah an der Wand,kein_Truncared,0.17,4,-90.0,155.5,21,20250408-232533
6,Zu nah an der Wand,kein_Truncared,0.01,1,-1000.5,0.0,21,20250408-232607
6,Zu nah an der Wand,kein_Truncared,0.03,5,-876.0,7.5,21,20250408-232642
6,Zu nah an der Wand,kein_Truncared,0.05,14,-737.5,31.0,21,20250408-232714
6,Zu nah an der Wand,kein_Truncared,0.01,3,-973.5,1.0,21,20250408-232746
