DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,-0.5,50000,1,1080000,99999,20,100,50,2,300,2,0.5,5,-100,0.1,0.75,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M5_R6_O9_A2_TR1_T1_20250412-011854/save-04.12.2025_01.18.54/final_model.zip,20,8,4,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250410-011939_TEST_WITH_ADOPTED_MAZES

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
1,kein_Terminated,Zeit abgelaufen,0.16,263,-5567.25,300.5,0,1,20250413-005354
2,kein_Terminated,Zeit abgelaufen,0.23,161,-3570.25,300.5,0,5,20250413-005404
3,kein_Terminated,Zeit abgelaufen,0.08,431,-16387.25,300.5,0,5,20250413-005415
4,kein_Terminated,Zeit abgelaufen,0.08,369,-13405.5,300.5,0,6,20250413-005425
5,kein_Terminated,Zeit abgelaufen,0.13,387,-16686.75,300.5,0,6,20250413-005435
6,kein_Terminated,Zeit abgelaufen,0.18,338,-10586.25,300.5,0,0,20250413-005445
7,kein_Terminated,Zeit abgelaufen,0.19,240,-5670.25,300.5,15,5,20250413-005456
8,kein_Terminated,Zeit abgelaufen,0.1,397,-19278.5,300.5,15,5,20250413-005508
9,kein_Terminated,Zeit abgelaufen,0.14,282,-4774.25,300.5,15,8,20250413-005519
10,kein_Terminated,Zeit abgelaufen,0.09,345,-4854.5,300.5,15,8,20250413-005530
11,kein_Terminated,Zeit abgelaufen,0.17,313,-3186.0,300.5,15,7,20250413-005542
12,kein_Terminated,Zeit abgelaufen,0.17,54,2065.75,300.5,15,7,20250413-005553
13,kein_Terminated,Zeit abgelaufen,0.09,390,-8836.5,300.5,15,1,20250413-005605
14,kein_Terminated,Zeit abgelaufen,0.19,316,-3533.0,300.5,26,6,20250413-005619
15,kein_Terminated,Zeit abgelaufen,0.26,282,-851.5,300.5,26,6,20250413-005634
16,kein_Terminated,Zeit abgelaufen,0.18,178,-425.0,300.5,26,7,20250413-005649
17,kein_Terminated,Zeit abgelaufen,0.17,361,-3990.5,300.5,26,7,20250413-005703
18,kein_Terminated,Zeit abgelaufen,0.08,491,-11208.25,300.5,26,4,20250413-005718
19,kein_Terminated,Zeit abgelaufen,0.07,405,-12247.0,300.5,26,4,20250413-005733
20,kein_Terminated,Zeit abgelaufen,0.01,602,-60509.0,300.5,26,3,20250413-005750
21,kein_Terminated,Zeit abgelaufen,0.2,347,-4698.75,300.5,26,6,20250413-005805
22,kein_Terminated,Zeit abgelaufen,0.17,240,-754.5,300.5,26,6,20250413-005819
23,kein_Terminated,Zeit abgelaufen,0.19,415,-10831.0,300.5,26,1,20250413-005834
24,kein_Terminated,Zeit abgelaufen,0.14,357,-7014.75,300.5,26,1,20250413-005849
25,kein_Terminated,Zeit abgelaufen,0.19,203,-627.25,300.5,26,8,20250413-005904
26,kein_Terminated,Zeit abgelaufen,0.23,226,-139.25,300.5,26,8,20250413-005919
27,kein_Terminated,Zeit abgelaufen,0.2,387,-3675.25,300.5,26,6,20250413-005933
28,kein_Terminated,Zeit abgelaufen,0.21,216,-1968.75,300.5,0,2,20250413-005944
29,kein_Terminated,Zeit abgelaufen,0.21,289,-2698.0,300.5,0,2,20250413-005954
30,kein_Terminated,Zeit abgelaufen,0.18,313,-6230.0,300.5,0,2,20250413-010004
31,kein_Terminated,Zeit abgelaufen,0.23,228,-4062.75,300.5,0,2,20250413-010014
32,kein_Terminated,Zeit abgelaufen,0.22,292,-3670.25,300.5,0,3,20250413-010024
33,kein_Terminated,Zeit abgelaufen,0.22,322,-8667.75,300.5,0,3,20250413-010034
34,kein_Terminated,Zeit abgelaufen,0.17,261,-5813.5,300.5,0,7,20250413-010045
35,kein_Terminated,Zeit abgelaufen,0.15,400,-10917.5,300.5,8,9,20250413-010055
36,kein_Terminated,Zeit abgelaufen,0.26,245,-4133.75,300.5,8,9,20250413-010106
37,kein_Terminated,Zeit abgelaufen,0.29,225,-473.0,300.5,8,5,20250413-010116
38,kein_Terminated,Zeit abgelaufen,0.11,362,-7549.0,300.5,8,5,20250413-010126
