DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size
10,300,2,-0.5,50000.0,1,800000.0,99999,20,100,50,10,300,6,0.5,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
1,kein_Terminated,Zeit abgelaufen,0.06,1033,-24944.31297170867,21,20250404-171336
2,kein_Terminated,Zeit abgelaufen,0.05,1436,-39121.078705109016,21,20250404-171359
3,kein_Terminated,Zeit abgelaufen,0.06,1582,-50852.479176426066,21,20250404-171422
4,kein_Terminated,Zeit abgelaufen,0.08,1052,-31102.85755201978,21,20250404-171445
5,kein_Terminated,Zeit abgelaufen,0.18,1482,-42155.87782055823,21,20250404-171508
6,kein_Terminated,Zeit abgelaufen,0.13,1295,-39177.9530905093,21,20250404-171532
7,kein_Terminated,Zeit abgelaufen,0.19,958,-28957.2309779485,21,20250404-171555
8,kein_Terminated,Zeit abgelaufen,0.26,1879,-52598.711830374166,21,20250404-171620
9,kein_Terminated,Zeit abgelaufen,0.12,392,-8614.0863746647,21,20250404-171643
10,kein_Terminated,Zeit abgelaufen,0.15,1540,-40655.76231529141,21,20250404-171707
11,kein_Terminated,Zeit abgelaufen,0.18,1538,-51193.158666985626,21,20250404-171733
12,kein_Terminated,Zeit abgelaufen,0.15,2438,-84782.74033279205,21,20250404-171757
13,kein_Terminated,Zeit abgelaufen,0.23,1550,-50119.58937219449,21,20250404-171821
14,kein_Terminated,Zeit abgelaufen,0.17,2253,-79762.45308975867,21,20250404-171844
15,kein_Terminated,Zeit abgelaufen,0.14,1965,-77504.31723686133,21,20250404-171939
16,kein_Terminated,Zeit abgelaufen,0.23,2276,-77463.12851566271,21,20250404-172032
1,kein_Terminated,Zeit abgelaufen,0.04,2991,-120076.26877822855,21,20250404-172143
17,kein_Terminated,Zeit abgelaufen,0.22,2090,-65799.09037631267,21,20250404-172150
18,kein_Terminated,Zeit abgelaufen,0.35,1517,-43701.8838457766,21,20250404-172242
19,kein_Terminated,Zeit abgelaufen,0.22,1455,-52468.7378845743,21,20250404-172336
20,kein_Terminated,Zeit abgelaufen,0.11,2778,-109901.99342160506,21,20250404-172426
21,kein_Terminated,Zeit abgelaufen,0.21,610,-22498.46709502302,21,20250404-172518
22,kein_Terminated,Zeit abgelaufen,0.2,1525,-46536.488095144414,21,20250404-172609
23,kein_Terminated,Zeit abgelaufen,0.4,1368,-42291.98554597315,21,20250404-172705
24,kein_Terminated,Zeit abgelaufen,0.17,1620,-47163.36639654574,21,20250404-172756
25,kein_Terminated,Zeit abgelaufen,0.25,1295,-36901.063509766325,21,20250404-172851
26,kein_Terminated,Zeit abgelaufen,0.37,562,-16791.715717468986,21,20250404-172945
27,kein_Terminated,Zeit abgelaufen,0.3,1610,-53810.54580504001,21,20250404-173039
28,kein_Terminated,Zeit abgelaufen,0.31,836,-23455.393102042486,21,20250404-173133
29,kein_Terminated,Zeit abgelaufen,0.21,780,-15291.994026690181,21,20250404-173224
30,kein_Terminated,Zeit abgelaufen,0.34,612,-18025.76748467078,21,20250404-173316
31,kein_Terminated,Zeit abgelaufen,0.27,1328,-33488.81943362554,21,20250404-173407
32,kein_Terminated,Zeit abgelaufen,0.25,2180,-82460.58999313545,21,20250404-173502
33,kein_Terminated,Zeit abgelaufen,0.21,2489,-89135.39601453072,21,20250404-173553
2,kein_Terminated,Zeit abgelaufen,0.13,2744,-110484.86246280647,21,20250404-173651
34,kein_Terminated,Zeit abgelaufen,0.13,1027,-33378.49738854173,21,20250404-173706
35,kein_Terminated,Zeit abgelaufen,0.23,2101,-66622.91951629624,21,20250404-173801
36,kein_Terminated,Zeit abgelaufen,0.18,834,-25942.149287658725,21,20250404-173855
37,kein_Terminated,Zeit abgelaufen,0.12,1351,-31035.561664978486,21,20250404-173952
38,kein_Terminated,Zeit abgelaufen,0.19,2405,-91294.11841605685,21,20250404-174046
39,kein_Terminated,Zeit abgelaufen,0.18,2799,-106376.0522019817,21,20250404-174138
40,kein_Terminated,Zeit abgelaufen,0.1,2937,-98381.22865013711,21,20250404-174231
41,kein_Terminated,Zeit abgelaufen,0.18,2701,-92386.64976511966,21,20250404-174323
42,kein_Terminated,Zeit abgelaufen,0.18,558,-20266.485717049825,21,20250404-174418
43,kein_Terminated,Zeit abgelaufen,0.34,1351,-39535.7501451358,21,20250404-174512
44,kein_Terminated,Zeit abgelaufen,0.29,911,-17383.103835743386,21,20250404-174609
45,kein_Terminated,Zeit abgelaufen,0.24,611,-13814.792547134295,21,20250404-174703
46,kein_Terminated,Zeit abgelaufen,0.27,1817,-69220.45820990736,21,20250404-174757
