DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,0,50000,1,650000,99999,100,100,50,2,0.5,5,-10,0.1,0,8,3,False,,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250423-004900

Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
212,kein_Terminated,Zeit abgelaufen,0.19,15,2170,300.5,0,1,20250424-112700
213,kein_Terminated,Zeit abgelaufen,0.17,15,2014,300.5,0,1,20250424-112713
214,kein_Terminated,Zeit abgelaufen,0.18,57,1694,300.5,0,7,20250424-112727
215,kein_Terminated,Zeit abgelaufen,0.17,57,1498,300.5,0,7,20250424-112741
216,kein_Terminated,Zeit abgelaufen,0.1,9,1066,300.5,0,3,20250424-112754
217,kein_Terminated,Zeit abgelaufen,0.18,3,2246,300.5,8,9,20250424-112808
218,kein_Terminated,Zeit abgelaufen,0.17,5,2058,300.5,8,9,20250424-112822
219,kein_Terminated,Zeit abgelaufen,0.22,5,2682,300.5,8,0,20250424-112836
220,kein_Terminated,Zeit abgelaufen,0.24,14,2884,300.5,8,0,20250424-112851
221,kein_Terminated,Zeit abgelaufen,0.24,18,2808,300.5,8,0,20250424-112905
222,kein_Terminated,Zeit abgelaufen,0.24,5,2942,300.5,8,0,20250424-112920
223,kein_Terminated,Zeit abgelaufen,0.2,6,2448,300.5,8,5,20250424-112934
224,kein_Terminated,Zeit abgelaufen,0.17,2,2028,300.5,8,8,20250424-112948
225,kein_Terminated,Zeit abgelaufen,0.24,14,2824,300.5,8,8,20250424-113003
226,kein_Terminated,Zeit abgelaufen,0.16,1,1994,300.5,8,2,20250424-113017
227,kein_Terminated,Zeit abgelaufen,0.21,1,2634,300.5,8,2,20250424-113031
228,kein_Terminated,Zeit abgelaufen,0.23,9,2822,300.5,8,0,20250424-113046
229,kein_Terminated,Zeit abgelaufen,0.28,11,3442,300.5,8,0,20250424-113100
230,kein_Terminated,Zeit abgelaufen,0.25,33,2854,300.5,8,1,20250424-113114
231,kein_Terminated,Zeit abgelaufen,0.25,19,2898,300.5,8,1,20250424-113128
232,kein_Terminated,Zeit abgelaufen,0.26,30,2976,300.5,8,1,20250424-113142
233,kein_Terminated,Zeit abgelaufen,0.24,14,2864,300.5,8,4,20250424-113156
234,kein_Terminated,Zeit abgelaufen,0.23,37,2462,300.5,8,4,20250424-113211
235,kein_Terminated,Zeit abgelaufen,0.26,23,2978,300.5,8,4,20250424-113225
236,kein_Terminated,Zeit abgelaufen,0.25,26,2888,300.5,8,4,20250424-113239
237,kein_Terminated,Zeit abgelaufen,0.18,0,2184,300.5,8,9,20250424-113254
238,kein_Terminated,Zeit abgelaufen,0.16,51,1294,300.5,26,8,20250424-113312
239,kein_Terminated,Zeit abgelaufen,0.1,69,354,300.5,26,8,20250424-113330
240,kein_Terminated,Zeit abgelaufen,0.1,35,682,300.5,26,3,20250424-113347
241,kein_Terminated,Zeit abgelaufen,0.41,52,4292,300.5,26,3,20250424-113405
242,kein_Terminated,Zeit abgelaufen,0.22,74,1784,300.5,26,5,20250424-113423
243,kein_Terminated,Zeit abgelaufen,0.22,106,1416,300.5,26,5,20250424-113441
244,kein_Terminated,Zeit abgelaufen,0.22,34,2172,300.5,26,6,20250424-113500
245,kein_Terminated,Zeit abgelaufen,0.22,10,2740,300.5,5,4,20250424-113514
246,kein_Terminated,Zeit abgelaufen,0.24,21,2878,300.5,5,4,20250424-113528
247,kein_Terminated,Zeit abgelaufen,0.19,0,2348,300.5,5,0,20250424-113542
248,kein_Terminated,Zeit abgelaufen,0.25,1,3198,300.5,5,0,20250424-113556
249,kein_Terminated,Zeit abgelaufen,0.17,1,2166,300.5,5,8,20250424-113610
3,kein_Terminated,Zeit abgelaufen,0.07,567,-4878,300.5,0,6,20250424-113629
250,kein_Terminated,Zeit abgelaufen,0.14,0,1772,300.5,5,8,20250424-113638
251,kein_Terminated,Zeit abgelaufen,0.19,2,2400,300.5,5,7,20250424-113652
252,kein_Terminated,Zeit abgelaufen,0.22,201,630,300.5,15,0,20250424-113706
253,kein_Terminated,Zeit abgelaufen,0.26,17,2998,300.5,15,0,20250424-113722
254,kein_Terminated,Zeit abgelaufen,0.28,29,3166,300.5,15,3,20250424-113737
255,kein_Terminated,Zeit abgelaufen,0.18,219,2,300.5,15,3,20250424-113751
256,kein_Terminated,Zeit abgelaufen,0.24,91,2010,300.5,15,7,20250424-113806
257,kein_Terminated,Zeit abgelaufen,0.26,49,2742,300.5,15,7,20250424-113822
258,kein_Terminated,Zeit abgelaufen,0.07,159,-818,300.5,15,0,20250424-113836
259,kein_Terminated,Zeit abgelaufen,0.23,10,2764,300.5,5,9,20250424-113850
260,kein_Terminated,Zeit abgelaufen,0.24,3,3066,300.5,5,9,20250424-113904
261,kein_Terminated,Zeit abgelaufen,0.39,56,4448,300.5,5,4,20250424-113917
262,kein_Terminated,Zeit abgelaufen,0.25,49,2722,300.5,5,4,20250424-113931
263,kein_Terminated,Zeit abgelaufen,0.24,3,2966,300.5,5,2,20250424-113945
264,kein_Terminated,Zeit abgelaufen,0.18,5,2202,300.5,5,2,20250424-113959
265,kein_Terminated,Zeit abgelaufen,0.36,25,4350,300.5,5,6,20250424-114013
266,kein_Terminated,Zeit abgelaufen,0.36,64,3540,300.5,26,3,20250424-114031
267,kein_Terminated,Zeit abgelaufen,0.17,100,872,300.5,26,3,20250424-114049
268,kein_Terminated,Zeit abgelaufen,0.11,131,-122,300.5,26,8,20250424-114106
269,kein_Terminated,Zeit abgelaufen,0.2,37,1870,300.5,26,8,20250424-114124
270,kein_Terminated,Zeit abgelaufen,0.24,3,2718,300.5,26,0,20250424-114142
271,kein_Terminated,Zeit abgelaufen,0.26,6,2872,300.5,26,0,20250424-114200
272,kein_Terminated,Zeit abgelaufen,0.23,24,2392,300.5,26,9,20250424-114218
273,kein_Terminated,Zeit abgelaufen,0.09,149,-494,300.5,26,2,20250424-114236
274,kein_Terminated,Zeit abgelaufen,0.14,70,848,300.5,26,2,20250424-114253
275,kein_Terminated,Zeit abgelaufen,0.26,26,2696,300.5,26,1,20250424-114311
276,kein_Terminated,Zeit abgelaufen,0.29,20,3200,300.5,26,1,20250424-114329
277,kein_Terminated,Zeit abgelaufen,0.21,63,1770,300.5,26,7,20250424-114347
278,kein_Terminated,Zeit abgelaufen,0.19,68,1448,300.5,26,7,20250424-114405
279,kein_Terminated,Zeit abgelaufen,0.25,37,2486,300.5,26,2,20250424-114423
280,kein_Terminated,Zeit abgelaufen,0.21,149,1114,300.5,15,3,20250424-114438
281,kein_Terminated,Zeit abgelaufen,0.25,73,2354,300.5,15,3,20250424-114453
282,kein_Terminated,Zeit abgelaufen,0.23,33,2446,300.5,15,8,20250424-114508
283,kein_Terminated,Zeit abgelaufen,0.22,41,2218,300.5,15,8,20250424-114523
284,kein_Terminated,Zeit abgelaufen,0.17,85,1150,300.5,15,4,20250424-114539
285,kein_Terminated,Zeit abgelaufen,0.16,104,932,300.5,15,4,20250424-114554
286,kein_Terminated,Zeit abgelaufen,0.25,79,2278,300.5,15,8,20250424-114609
287,kein_Terminated,Zeit abgelaufen,0.17,6,2120,300.5,5,0,20250424-114623
288,kein_Terminated,Zeit abgelaufen,0.23,1,2902,300.5,5,0,20250424-114637
289,kein_Terminated,Zeit abgelaufen,0.15,36,1516,300.5,5,8,20250424-114651
290,kein_Terminated,Zeit abgelaufen,0.26,9,3222,300.5,5,8,20250424-114705
291,kein_Terminated,Zeit abgelaufen,0.27,67,2830,300.5,5,1,20250424-114719
292,kein_Terminated,Zeit abgelaufen,0.31,31,3634,300.5,5,1,20250424-114733
293,kein_Terminated,Zeit abgelaufen,0.36,81,3822,300.5,5,6,20250424-114747
294,kein_Terminated,Zeit abgelaufen,0.17,65,1510,300.5,0,4,20250424-114801
295,kein_Terminated,Zeit abgelaufen,0.23,145,1394,300.5,0,4,20250424-114815
296,kein_Terminated,Zeit abgelaufen,0.05,584,-5348,300.5,0,7,20250424-114828
297,kein_Terminated,Zeit abgelaufen,0.15,412,-2316,300.5,0,7,20250424-114842
298,kein_Terminated,Zeit abgelaufen,0.28,64,2844,300.5,0,4,20250424-114856
299,kein_Terminated,Zeit abgelaufen,0.14,98,780,300.5,0,4,20250424-114910
300,kein_Terminated,Zeit abgelaufen,0.22,207,654,300.5,0,7,20250424-114924
301,kein_Terminated,Zeit abgelaufen,0.17,9,2070,300.5,8,1,20250424-114938
302,kein_Terminated,Zeit abgelaufen,0.26,28,2916,300.5,8,1,20250424-114953
303,kein_Terminated,Zeit abgelaufen,0.23,71,2194,300.5,8,2,20250424-115007
304,kein_Terminated,Zeit abgelaufen,0.26,22,2992,300.5,8,2,20250424-115021
305,kein_Terminated,Zeit abgelaufen,0.3,46,3332,300.5,8,2,20250424-115036
306,kein_Terminated,Zeit abgelaufen,0.23,109,1782,300.5,8,2,20250424-115050
307,kein_Terminated,Zeit abgelaufen,0.18,3,2258,300.5,8,8,20250424-115105
308,kein_Terminated,Zeit abgelaufen,0.23,104,1860,300.5,8,4,20250424-115118
309,kein_Terminated,Zeit abgelaufen,0.22,147,1238,300.5,8,4,20250424-115132
310,kein_Terminated,Zeit abgelaufen,0.05,236,-1728,300.5,8,4,20250424-115145
311,kein_Terminated,Zeit abgelaufen,0.26,136,1844,300.5,8,4,20250424-115159
312,kein_Terminated,Zeit abgelaufen,0.04,475,-4274,300.5,8,4,20250424-115212
313,kein_Terminated,Zeit abgelaufen,0.35,126,3200,300.5,8,4,20250424-115225
314,kein_Terminated,Zeit abgelaufen,0.13,1,1602,300.5,8,1,20250424-115240
315,kein_Terminated,Zeit abgelaufen,0.42,184,3524,300.5,5,5,20250424-115253
316,kein_Terminated,Zeit abgelaufen,0.38,138,3452,300.5,5,5,20250424-115307
317,kein_Terminated,Zeit abgelaufen,0.39,11,4846,300.5,5,5,20250424-115321
318,kein_Terminated,Zeit abgelaufen,0.4,29,4918,300.5,5,5,20250424-115334
319,kein_Terminated,Zeit abgelaufen,0.3,51,3282,300.5,5,5,20250424-115348
320,kein_Terminated,Zeit abgelaufen,0.33,53,3702,300.5,5,5,20250424-115401
321,kein_Terminated,Zeit abgelaufen,0.09,227,-1182,300.5,5,2,20250424-115415
322,kein_Terminated,Zeit abgelaufen,0.3,61,3262,300.5,5,5,20250424-115428
323,kein_Terminated,Zeit abgelaufen,0.5,59,5838,300.5,5,5,20250424-115442
324,kein_Terminated,Zeit abgelaufen,0.26,50,2768,300.5,5,8,20250424-115455
325,kein_Terminated,Zeit abgelaufen,0.17,0,2164,300.5,5,8,20250424-115509
326,kein_Terminated,Zeit abgelaufen,0.11,124,136,300.5,5,0,20250424-115523
327,kein_Terminated,Zeit abgelaufen,0.12,112,328,300.5,5,0,20250424-115535
328,kein_Terminated,Zeit abgelaufen,0.11,242,-1100,300.5,5,1,20250424-115549
329,kein_Terminated,Zeit abgelaufen,0.18,275,-498,300.5,15,2,20250424-115603
330,kein_Terminated,Zeit abgelaufen,0.14,248,-816,300.5,15,2,20250424-115617
331,kein_Terminated,Zeit abgelaufen,0.03,494,-4652,300.5,15,9,20250424-115632
332,kein_Terminated,Zeit abgelaufen,0.14,429,-2670,300.5,15,9,20250424-115646
4,kein_Terminated,Zeit abgelaufen,0.18,157,638,300.5,5,7,20250424-115704
333,kein_Terminated,Zeit abgelaufen,0.19,125,1114,300.5,15,7,20250424-115713
334,kein_Terminated,Zeit abgelaufen,0.19,132,968,300.5,15,7,20250424-115728
335,kein_Terminated,Zeit abgelaufen,0.21,211,494,300.5,15,1,20250424-115743
336,kein_Terminated,Zeit abgelaufen,0.09,226,-1220,300.5,15,0,20250424-115756
337,kein_Terminated,Zeit abgelaufen,0.09,181,-714,300.5,15,0,20250424-115810
338,kein_Terminated,Zeit abgelaufen,0.26,68,2540,300.5,15,3,20250424-115825
339,kein_Terminated,Zeit abgelaufen,0.26,115,2010,300.5,15,3,20250424-115840
340,kein_Terminated,Zeit abgelaufen,0.26,44,2724,300.5,15,5,20250424-115856
341,kein_Terminated,Zeit abgelaufen,0.31,49,3322,300.5,15,5,20250424-115911
342,kein_Terminated,Zeit abgelaufen,0.11,225,-938,300.5,15,0,20250424-115925
343,kein_Terminated,Zeit abgelaufen,0.18,127,750,300.5,26,1,20250424-115944
344,kein_Terminated,Zeit abgelaufen,0.15,130,368,300.5,26,1,20250424-120002
345,kein_Terminated,Zeit abgelaufen,0.34,47,3494,300.5,26,1,20250424-120020
346,kein_Terminated,Zeit abgelaufen,0.09,484,-3892,300.5,26,1,20250424-120039
347,kein_Terminated,Zeit abgelaufen,0.29,33,2990,300.5,26,4,20250424-120057
348,kein_Terminated,Zeit abgelaufen,0.37,49,3802,300.5,26,4,20250424-120115
349,kein_Terminated,Zeit abgelaufen,0.21,66,1780,300.5,26,7,20250424-120134
350,kein_Terminated,Zeit abgelaufen,0.32,39,3706,300.5,5,4,20250424-120147
351,kein_Terminated,Zeit abgelaufen,0.38,10,4808,300.5,5,4,20250424-120201
352,kein_Terminated,Zeit abgelaufen,0.16,54,1512,300.5,5,0,20250424-120215
353,kein_Terminated,Zeit abgelaufen,0.13,10,1464,300.5,5,0,20250424-120228
354,kein_Terminated,Zeit abgelaufen,0.2,41,2058,300.5,5,7,20250424-120242
355,kein_Terminated,Zeit abgelaufen,0.18,70,1616,300.5,5,7,20250424-120255
356,kein_Terminated,Zeit abgelaufen,0.14,35,1402,300.5,5,1,20250424-120309
357,kein_Terminated,Zeit abgelaufen,0.3,161,2170,300.5,5,4,20250424-120322
358,kein_Terminated,Zeit abgelaufen,0.28,93,2598,300.5,5,4,20250424-120336
359,kein_Terminated,Zeit abgelaufen,0.15,71,1094,300.5,5,1,20250424-120349
360,kein_Terminated,Zeit abgelaufen,0.08,32,676,300.5,5,1,20250424-120403
361,kein_Terminated,Zeit abgelaufen,0.36,97,3674,300.5,5,4,20250424-120416
362,kein_Terminated,Zeit abgelaufen,0.36,103,3574,300.5,5,4,20250424-120430
363,kein_Terminated,Zeit abgelaufen,0.15,3,1858,300.5,5,7,20250424-120443
364,kein_Terminated,Zeit abgelaufen,0.08,47,482,300.5,0,2,20250424-120457
365,kein_Terminated,Zeit abgelaufen,0.07,0,824,300.5,0,2,20250424-120511
366,kein_Terminated,Zeit abgelaufen,0.21,17,2482,300.5,0,9,20250424-120525
367,kein_Terminated,Zeit abgelaufen,0.17,32,1816,300.5,0,9,20250424-120539
368,kein_Terminated,Zeit abgelaufen,0.13,8,1504,300.5,0,4,20250424-120553
369,kein_Terminated,Zeit abgelaufen,0.12,34,1172,300.5,0,4,20250424-120607
370,kein_Terminated,Zeit abgelaufen,0.08,41,510,300.5,0,2,20250424-120621
371,kein_Terminated,Zeit abgelaufen,0.17,89,1258,300.5,8,8,20250424-120635
372,kein_Terminated,Zeit abgelaufen,0.14,0,1740,300.5,8,8,20250424-120649
373,kein_Terminated,Zeit abgelaufen,0.11,155,-266,300.5,8,7,20250424-120704
374,kein_Terminated,Zeit abgelaufen,0.08,328,-2372,300.5,8,7,20250424-120717
375,kein_Terminated,Zeit abgelaufen,0.08,47,486,300.5,8,7,20250424-120732
376,kein_Terminated,Zeit abgelaufen,0.11,4,1292,300.5,8,7,20250424-120746
377,kein_Terminated,Zeit abgelaufen,0.12,230,-804,300.5,8,4,20250424-120759
378,kein_Terminated,Zeit abgelaufen,0.12,372,-2292,300.5,0,4,20250424-120814
379,kein_Terminated,Zeit abgelaufen,0.11,332,-1956,300.5,0,4,20250424-120828
380,kein_Terminated,Zeit abgelaufen,0.2,135,1182,300.5,0,6,20250424-120842
381,kein_Terminated,Zeit abgelaufen,0.16,127,742,300.5,0,6,20250424-120856
382,kein_Terminated,Zeit abgelaufen,0.19,347,-1146,300.5,0,9,20250424-120911
383,kein_Terminated,Zeit abgelaufen,0.19,378,-1420,300.5,0,9,20250424-120925
384,kein_Terminated,Zeit abgelaufen,0.41,150,3692,300.5,0,7,20250424-120939
385,kein_Terminated,Zeit abgelaufen,0.25,26,2612,300.5,26,6,20250424-120957
386,kein_Terminated,Zeit abgelaufen,0.16,374,-1920,300.5,26,6,20250424-121016
387,kein_Terminated,Zeit abgelaufen,0.17,316,-1192,300.5,26,8,20250424-121034
388,kein_Terminated,Zeit abgelaufen,0.2,156,732,300.5,26,8,20250424-121052
389,kein_Terminated,Zeit abgelaufen,0.33,66,3200,300.5,26,4,20250424-121110
390,kein_Terminated,Zeit abgelaufen,0.31,117,2390,300.5,26,4,20250424-121129
391,kein_Terminated,Zeit abgelaufen,0.22,245,118,300.5,26,2,20250424-121147
392,kein_Terminated,Zeit abgelaufen,0.17,23,1830,300.5,0,3,20250424-121201
393,kein_Terminated,Zeit abgelaufen,0.21,39,2198,300.5,0,3,20250424-121215
394,kein_Terminated,Zeit abgelaufen,0.08,15,838,300.5,0,1,20250424-121229
395,kein_Terminated,Zeit abgelaufen,0.13,57,974,300.5,0,1,20250424-121243
396,kein_Terminated,Zeit abgelaufen,0.25,363,-438,300.5,0,9,20250424-121258
397,kein_Terminated,Zeit abgelaufen,0.27,361,-230,300.5,0,9,20250424-121312
398,kein_Terminated,Zeit abgelaufen,0.44,182,3808,300.5,0,8,20250424-121326
399,kein_Terminated,Zeit abgelaufen,0.17,174,440,300.5,8,4,20250424-121339
400,kein_Terminated,Zeit abgelaufen,0.26,118,2128,300.5,8,4,20250424-121353
401,kein_Terminated,Zeit abgelaufen,0.09,0,1052,300.5,8,7,20250424-121407
402,kein_Terminated,Zeit abgelaufen,0.09,0,1104,300.5,8,7,20250424-121421
403,kein_Terminated,Zeit abgelaufen,0.31,38,3572,300.5,8,5,20250424-121435
404,kein_Terminated,Zeit abgelaufen,0.29,21,3462,300.5,8,5,20250424-121449
405,kein_Terminated,Zeit abgelaufen,0.06,0,692,300.5,8,1,20250424-121504
406,kein_Terminated,Zeit abgelaufen,0.21,2,2544,300.5,8,7,20250424-121517
407,kein_Terminated,Zeit abgelaufen,0.12,66,784,300.5,8,7,20250424-121531
408,kein_Terminated,Zeit abgelaufen,0.14,31,1442,300.5,8,2,20250424-121545
409,kein_Terminated,Zeit abgelaufen,0.18,7,2198,300.5,8,2,20250424-121559
410,kein_Terminated,Zeit abgelaufen,0.23,38,2528,300.5,8,3,20250424-121612
411,kein_Terminated,Zeit abgelaufen,0.23,8,2784,300.5,8,3,20250424-121626
412,kein_Terminated,Zeit abgelaufen,0.08,1,974,300.5,8,7,20250424-121640
413,kein_Terminated,Zeit abgelaufen,0.24,33,2646,300.5,8,0,20250424-121654
414,kein_Terminated,Zeit abgelaufen,0.26,43,2850,300.5,8,0,20250424-121708
415,kein_Terminated,Zeit abgelaufen,0.31,105,2918,300.5,8,4,20250424-121722
5,kein_Terminated,Zeit abgelaufen,0.1,441,-3194,300.5,5,6,20250424-121740
416,kein_Terminated,Zeit abgelaufen,0.27,256,856,300.5,8,4,20250424-121749
417,kein_Terminated,Zeit abgelaufen,0.21,227,378,300.5,8,8,20250424-121804
418,kein_Terminated,Zeit abgelaufen,0.2,30,2240,300.5,8,8,20250424-121818
419,kein_Terminated,Zeit abgelaufen,0.28,121,2282,300.5,8,4,20250424-121832
420,kein_Terminated,Zeit abgelaufen,0.1,0,1180,300.5,0,2,20250424-121846
421,kein_Terminated,Zeit abgelaufen,0.07,158,-832,300.5,0,2,20250424-121900
422,kein_Terminated,Zeit abgelaufen,0.06,0,648,300.5,0,2,20250424-121915
423,kein_Terminated,Zeit abgelaufen,0.08,1,962,300.5,0,2,20250424-121929
424,kein_Terminated,Zeit abgelaufen,0.26,324,96,300.5,0,6,20250424-121943
425,kein_Terminated,Zeit abgelaufen,0.24,411,-1098,300.5,0,6,20250424-121957
426,kein_Terminated,Zeit abgelaufen,0.45,176,3972,300.5,0,7,20250424-122012
427,kein_Terminated,Zeit abgelaufen,0.4,128,3888,300.5,5,5,20250424-122025
428,kein_Terminated,Zeit abgelaufen,0.35,186,2688,300.5,5,5,20250424-122038
429,kein_Terminated,Zeit abgelaufen,0.1,77,438,300.5,5,1,20250424-122052
430,kein_Terminated,Zeit abgelaufen,0.16,60,1392,300.5,5,1,20250424-122105
431,kein_Terminated,Zeit abgelaufen,0.44,107,4546,300.5,5,3,20250424-122119
432,kein_Terminated,Zeit abgelaufen,0.41,135,3938,300.5,5,3,20250424-122132
433,kein_Terminated,Zeit abgelaufen,0.44,189,3750,300.5,5,3,20250424-122146
434,kein_Terminated,Zeit abgelaufen,0.06,570,-5092,300.5,26,0,20250424-122204
435,kein_Terminated,Zeit abgelaufen,0.11,515,-3994,300.5,26,0,20250424-122223
436,kein_Terminated,Zeit abgelaufen,0.31,129,2262,300.5,26,4,20250424-122241
437,kein_Terminated,Zeit abgelaufen,0.3,136,2080,300.5,26,4,20250424-122259
438,kein_Terminated,Zeit abgelaufen,0.22,156,956,300.5,26,3,20250424-122317
439,kein_Terminated,Zeit abgelaufen,0.29,305,254,300.5,26,3,20250424-122335
440,kein_Terminated,Zeit abgelaufen,0.3,172,1800,300.5,26,8,20250424-122353
441,kein_Terminated,Zeit abgelaufen,0.35,364,860,300.5,0,0,20250424-122407
442,kein_Terminated,Zeit abgelaufen,0.3,336,444,300.5,0,0,20250424-122421
443,kein_Terminated,Zeit abgelaufen,0.29,344,196,300.5,0,9,20250424-122435
444,kein_Terminated,Zeit abgelaufen,0.27,297,446,300.5,0,9,20250424-122449
445,kein_Terminated,Zeit abgelaufen,0.46,169,4194,300.5,0,7,20250424-122503
446,kein_Terminated,Zeit abgelaufen,0.37,146,3180,300.5,0,7,20250424-122517
447,kein_Terminated,Zeit abgelaufen,0.21,249,90,300.5,0,6,20250424-122531
448,kein_Terminated,Zeit abgelaufen,0.28,83,2382,300.5,26,6,20250424-122549
449,kein_Terminated,Zeit abgelaufen,0.36,71,3418,300.5,26,6,20250424-122607
450,kein_Terminated,Zeit abgelaufen,0.22,269,-178,300.5,26,0,20250424-122626
451,kein_Terminated,Zeit abgelaufen,0.15,152,128,300.5,26,0,20250424-122644
452,kein_Terminated,Zeit abgelaufen,0.3,155,1906,300.5,26,8,20250424-122702
453,kein_Terminated,Zeit abgelaufen,0.29,210,1196,300.5,26,8,20250424-122720
454,kein_Terminated,Zeit abgelaufen,0.08,297,-2126,300.5,26,9,20250424-122739
455,kein_Terminated,Zeit abgelaufen,0.3,197,1914,300.5,5,2,20250424-122752
456,kein_Terminated,Zeit abgelaufen,0.27,78,2652,300.5,5,2,20250424-122806
457,kein_Terminated,Zeit abgelaufen,0.12,30,1232,300.5,5,0,20250424-122819
458,kein_Terminated,Zeit abgelaufen,0.07,21,630,300.5,5,0,20250424-122833
459,kein_Terminated,Zeit abgelaufen,0.15,114,724,300.5,5,1,20250424-122846
460,kein_Terminated,Zeit abgelaufen,0.11,133,6,300.5,5,1,20250424-122859
461,kein_Terminated,Zeit abgelaufen,0.29,197,1678,300.5,5,6,20250424-122913
462,kein_Terminated,Zeit abgelaufen,0.27,116,2308,300.5,5,9,20250424-122926
463,kein_Terminated,Zeit abgelaufen,0.15,225,-422,300.5,5,9,20250424-122939
464,kein_Terminated,Zeit abgelaufen,0.17,71,1406,300.5,5,9,20250424-122952
465,kein_Terminated,Zeit abgelaufen,0.18,199,314,300.5,5,9,20250424-123005
466,kein_Terminated,Zeit abgelaufen,0.16,63,1402,300.5,5,7,20250424-123019
467,kein_Terminated,Zeit abgelaufen,0.16,73,1326,300.5,5,7,20250424-123032
468,kein_Terminated,Zeit abgelaufen,0.33,198,2260,300.5,5,4,20250424-123046
469,kein_Terminated,Zeit abgelaufen,0.25,255,620,300.5,8,0,20250424-123100
470,kein_Terminated,Zeit abgelaufen,0.27,143,1902,300.5,8,0,20250424-123114
471,kein_Terminated,Zeit abgelaufen,0.17,259,-510,300.5,8,5,20250424-123128
472,kein_Terminated,Zeit abgelaufen,0.18,255,-290,300.5,8,5,20250424-123142
473,kein_Terminated,Zeit abgelaufen,0.4,78,4276,300.5,8,6,20250424-123156
474,kein_Terminated,Zeit abgelaufen,0.32,139,2606,300.5,8,6,20250424-123211
475,kein_Terminated,Zeit abgelaufen,0.19,162,684,300.5,8,0,20250424-123225
476,kein_Terminated,Zeit abgelaufen,0.24,155,1506,300.5,5,8,20250424-123238
477,kein_Terminated,Zeit abgelaufen,0.16,130,636,300.5,5,8,20250424-123251
478,kein_Terminated,Zeit abgelaufen,0.14,160,88,300.5,5,7,20250424-123305
479,kein_Terminated,Zeit abgelaufen,0.1,32,956,300.5,5,7,20250424-123318
480,kein_Terminated,Zeit abgelaufen,0.14,41,1290,300.5,5,1,20250424-123331
481,kein_Terminated,Zeit abgelaufen,0.15,101,870,300.5,5,1,20250424-123344
482,kein_Terminated,Zeit abgelaufen,0.15,160,320,300.5,5,2,20250424-123357
483,kein_Terminated,Zeit abgelaufen,0.06,455,-3946,300.5,15,1,20250424-123411
484,kein_Terminated,Zeit abgelaufen,0.04,521,-4830,300.5,15,1,20250424-123425
485,kein_Terminated,Zeit abgelaufen,0.17,66,1448,300.5,15,9,20250424-123440
486,kein_Terminated,Zeit abgelaufen,0.2,85,1606,300.5,15,9,20250424-123454
487,kein_Terminated,Zeit abgelaufen,0.39,294,1952,300.5,15,3,20250424-123509
488,kein_Terminated,Zeit abgelaufen,0.37,241,2226,300.5,15,3,20250424-123523
489,kein_Terminated,Zeit abgelaufen,0.31,243,1442,300.5,15,7,20250424-123537
490,kein_Terminated,Zeit abgelaufen,0.21,44,2168,300.5,5,1,20250424-123551
491,kein_Terminated,Zeit abgelaufen,0.15,58,1228,300.5,5,1,20250424-123604
492,kein_Terminated,Zeit abgelaufen,0.18,116,1072,300.5,5,9,20250424-123618
493,kein_Terminated,Zeit abgelaufen,0.17,84,1236,300.5,5,9,20250424-123631
494,kein_Terminated,Zeit abgelaufen,0.27,86,2524,300.5,5,3,20250424-123644
495,kein_Terminated,Zeit abgelaufen,0.38,112,3716,300.5,5,3,20250424-123657
496,kein_Terminated,Zeit abgelaufen,0.15,205,-170,300.5,5,1,20250424-123711
497,kein_Terminated,Zeit abgelaufen,0.3,85,2594,300.5,26,4,20250424-123729
498,kein_Terminated,Zeit abgelaufen,0.4,162,3048,300.5,26,4,20250424-123747
6,kein_Terminated,Zeit abgelaufen,0.25,436,-1204,300.5,5,9,20250424-123809
499,kein_Terminated,Zeit abgelaufen,0.24,147,1238,300.5,26,2,20250424-123818
500,kein_Terminated,Zeit abgelaufen,0.22,227,262,300.5,26,2,20250424-123836
501,kein_Terminated,Zeit abgelaufen,0.38,89,3530,300.5,26,5,20250424-123854
502,kein_Terminated,Zeit abgelaufen,0.43,138,3612,300.5,26,5,20250424-123913
