DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,0,50000,1,650000,99999,100,100,50,2,0.5,5,-10,0.1,0,8,3,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Beste_Modelle/M2_R6_O4_A2_TR1_T1_20250411-114143/save-04.11.2025_11.41.43/final_model.zip,"(0, 5, 8, 15, 26)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250423-004900

Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
139,kein_Terminated,Zeit abgelaufen,0.2,81,1674,300.5,15,3,20250423-082557
140,kein_Terminated,Zeit abgelaufen,0.23,4,2860,300.5,5,3,20250423-082612
141,kein_Terminated,Zeit abgelaufen,0.19,19,2202,300.5,5,3,20250423-082627
142,kein_Terminated,Zeit abgelaufen,0.2,31,2210,300.5,5,3,20250423-082642
143,kein_Terminated,Zeit abgelaufen,0.21,14,2448,300.5,5,3,20250423-082657
144,kein_Terminated,Zeit abgelaufen,0.25,3,3166,300.5,5,7,20250423-082711
145,kein_Terminated,Zeit abgelaufen,0.23,25,2654,300.5,5,7,20250423-082726
146,kein_Terminated,Zeit abgelaufen,0.22,76,1988,300.5,5,3,20250423-082740
147,kein_Terminated,Zeit abgelaufen,0.23,38,2532,300.5,5,3,20250423-082756
148,kein_Terminated,Zeit abgelaufen,0.17,45,1614,300.5,5,3,20250423-082811
149,kein_Terminated,Zeit abgelaufen,0.19,78,1564,300.5,5,4,20250423-082825
150,kein_Terminated,Zeit abgelaufen,0.2,90,1672,300.5,5,4,20250423-082841
151,kein_Terminated,Zeit abgelaufen,0.22,50,2292,300.5,5,6,20250423-082855
152,kein_Terminated,Zeit abgelaufen,0.26,1,3266,300.5,5,6,20250423-082909
153,kein_Terminated,Zeit abgelaufen,0.17,2,2084,300.5,5,2,20250423-082924
154,kein_Terminated,Zeit abgelaufen,0.24,100,2004,300.5,0,1,20250423-082938
155,kein_Terminated,Zeit abgelaufen,0.23,38,2516,300.5,0,1,20250423-082953
156,kein_Terminated,Zeit abgelaufen,0.2,25,2266,300.5,0,9,20250423-083007
157,kein_Terminated,Zeit abgelaufen,0.25,45,2734,300.5,0,9,20250423-083022
158,kein_Terminated,Zeit abgelaufen,0.15,170,116,300.5,0,3,20250423-083036
159,kein_Terminated,Zeit abgelaufen,0.12,263,-1202,300.5,0,3,20250423-083049
160,kein_Terminated,Zeit abgelaufen,0.1,204,-848,300.5,0,3,20250423-083103
161,kein_Terminated,Zeit abgelaufen,0.17,2,2076,300.5,5,2,20250423-083118
162,kein_Terminated,Zeit abgelaufen,0.15,3,1798,300.5,5,2,20250423-083133
163,kein_Terminated,Zeit abgelaufen,0.28,11,3514,300.5,5,6,20250423-083147
164,kein_Terminated,Zeit abgelaufen,0.24,8,2960,300.5,5,6,20250423-083202
165,kein_Terminated,Zeit abgelaufen,0.19,19,2258,300.5,5,5,20250423-083216
166,kein_Terminated,Zeit abgelaufen,0.16,44,1584,300.5,5,5,20250423-083230
2,kein_Terminated,Zeit abgelaufen,0.08,111,-118,300.5,0,0,20250423-083248
167,kein_Terminated,Zeit abgelaufen,0.18,6,2264,300.5,5,0,20250423-083300
