DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULF_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size
4,300,2,-1,50000.0,1,400000.0,99999,20,100,50,4,300,2,1,5

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Maze_number,Uhrzeit
221,kein_Terminated,Zeit abgelaufen,0.55,451,-2533.658469504012,21,20250404-083131
222,kein_Terminated,Zeit abgelaufen,0.35,898,-8514.253917640568,21,20250404-083422
223,kein_Terminated,Zeit abgelaufen,0.56,187,1459.6605344703676,21,20250404-083705
224,kein_Terminated,Zeit abgelaufen,0.47,409,-1675.96963834061,21,20250404-083948
225,kein_Terminated,Zeit abgelaufen,0.45,609,-5102.989174356973,21,20250404-084232
226,kein_Terminated,Zeit abgelaufen,0.66,263,1253.649995440618,21,20250404-084516
227,kein_Terminated,Zeit abgelaufen,0.5,409,-1290.9047804278841,21,20250404-084752
228,kein_Terminated,Zeit abgelaufen,0.72,613,-1286.6754216314437,21,20250404-085046
229,kein_Terminated,Zeit abgelaufen,0.61,244,640.5085658754689,21,20250404-085333
230,kein_Terminated,Zeit abgelaufen,0.4,485,-3707.1587178281666,21,20250404-085619
231,kein_Terminated,Zeit abgelaufen,0.67,520,-1396.4800066423459,21,20250404-085903
232,kein_Terminated,Zeit abgelaufen,0.49,315,-419.30132894885867,21,20250404-090150
233,kein_Terminated,Zeit abgelaufen,0.49,398,-1366.0193785400845,21,20250404-090445
234,kein_Terminated,Zeit abgelaufen,0.21,1112,-14188.165823267844,21,20250404-090729
235,kein_Terminated,Zeit abgelaufen,0.51,655,-5151.2785237403705,21,20250404-091005
236,kein_Terminated,Zeit abgelaufen,0.52,436,-989.9844676017019,21,20250404-091250
237,kein_Terminated,Zeit abgelaufen,0.71,312,1109.1215084851995,21,20250404-091540
238,kein_Terminated,Zeit abgelaufen,0.57,413,-748.5015182999142,21,20250404-091831
239,kein_Terminated,Zeit abgelaufen,0.65,599,-3855.8798356460175,21,20250404-092117
240,kein_Terminated,Zeit abgelaufen,0.59,628,-4408.651495680112,21,20250404-092400
241,kein_Terminated,Zeit abgelaufen,0.4,1000,-9520.57623935226,21,20250404-092652
242,kein_Terminated,Zeit abgelaufen,0.29,330,-1684.2817722986956,21,20250404-092944
243,kein_Terminated,Zeit abgelaufen,0.51,197,712.6670280477874,21,20250404-093238
244,kein_Terminated,Zeit abgelaufen,0.06,1185,-16610.493065312156,21,20250404-093535
245,kein_Terminated,Zeit abgelaufen,0.51,471,-1410.3685295971384,21,20250404-093824
246,kein_Terminated,Zeit abgelaufen,0.54,349,268.52710090637504,21,20250404-094046
