DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad,DEFAULT_UseOrderedMazeAndStartingPositionInsteadOfRandom,DEFAULT_NumberOfRunsOnEachStartingPosition
2,300,4,0,50000,1,750000,99999,100,100,50,2,0.5,5,-20,0.35,0,8,3,False,,"(27, 28, 29, 30, 31)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250425-231500,False,3

Runde,Terminated,Truncated,Map-Abgedeckt,"Wand berührungen(Raycast<=0,1)",Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
167,kein_Terminated,Zeit abgelaufen,0.32,0,2864,300.5,29,7,20250426-005240
168,kein_Terminated,Zeit abgelaufen,0.35,1,2972,300.5,29,3,20250426-005308
169,kein_Terminated,Zeit abgelaufen,0.36,0,3124,300.5,29,3,20250426-005337
170,kein_Terminated,Zeit abgelaufen,0.37,0,3224,300.5,29,4,20250426-005405
171,kein_Terminated,Zeit abgelaufen,0.31,0,2848,300.5,29,8,20250426-005432
172,kein_Terminated,Zeit abgelaufen,0.36,11,2588,300.5,29,1,20250426-005500
173,kein_Terminated,Zeit abgelaufen,0.31,0,3204,300.5,29,5,20250426-005529
174,kein_Terminated,Zeit abgelaufen,0.28,0,2796,300.5,29,8,20250426-005557
175,kein_Terminated,Zeit abgelaufen,0.35,0,3052,300.5,29,6,20250426-005625
176,kein_Terminated,Zeit abgelaufen,0.41,4,3660,300.5,29,4,20250426-005653
177,kein_Terminated,Zeit abgelaufen,0.39,0,3364,300.5,29,3,20250426-005721
178,kein_Terminated,Zeit abgelaufen,0.34,0,2916,300.5,29,7,20250426-005750
179,kein_Terminated,Zeit abgelaufen,0.36,0,2836,300.5,29,9,20250426-005818
180,kein_Terminated,Zeit abgelaufen,0.38,3,2560,300.5,29,1,20250426-005845
181,kein_Terminated,Zeit abgelaufen,0.38,1,3368,300.5,29,1,20250426-005913
182,kein_Terminated,Zeit abgelaufen,0.33,2,3012,300.5,29,8,20250426-005941
183,kein_Terminated,Zeit abgelaufen,0.35,0,3360,300.5,29,4,20250426-010009
184,kein_Terminated,Zeit abgelaufen,0.38,0,3468,300.5,29,3,20250426-010037
185,kein_Terminated,Zeit abgelaufen,0.34,0,3272,300.5,29,9,20250426-010106
186,kein_Terminated,Zeit abgelaufen,0.33,0,3020,300.5,29,9,20250426-010134
187,kein_Terminated,Zeit abgelaufen,0.38,0,2696,300.5,29,0,20250426-010202
188,kein_Terminated,Zeit abgelaufen,0.38,0,3660,300.5,29,4,20250426-010230
189,kein_Terminated,Zeit abgelaufen,0.4,2,3316,300.5,29,3,20250426-010258
190,kein_Terminated,Zeit abgelaufen,0.38,0,3712,300.5,29,4,20250426-010326
191,kein_Terminated,Zeit abgelaufen,0.34,0,2484,300.5,29,7,20250426-010354
192,kein_Terminated,Zeit abgelaufen,0.33,4,2708,300.5,29,6,20250426-010422
193,kein_Terminated,Zeit abgelaufen,0.37,0,3440,300.5,29,3,20250426-010451
194,kein_Terminated,Zeit abgelaufen,0.38,4,3624,300.5,29,2,20250426-010519
195,kein_Terminated,Zeit abgelaufen,0.4,0,3336,300.5,29,6,20250426-010547
196,kein_Terminated,Zeit abgelaufen,0.29,0,3000,300.5,29,7,20250426-010615
197,kein_Terminated,Zeit abgelaufen,0.32,0,3412,300.5,29,5,20250426-010643
198,kein_Terminated,Zeit abgelaufen,0.39,0,3412,300.5,29,4,20250426-010711
199,kein_Terminated,Zeit abgelaufen,0.41,2,3584,300.5,29,0,20250426-010739
200,kein_Terminated,Zeit abgelaufen,0.31,0,2788,300.5,29,8,20250426-010807
201,kein_Terminated,Zeit abgelaufen,0.3,0,2540,300.5,29,8,20250426-010835
202,kein_Terminated,Zeit abgelaufen,0.36,0,3588,300.5,29,7,20250426-010904
203,kein_Terminated,Zeit abgelaufen,0.37,0,3548,300.5,29,2,20250426-010931
204,kein_Terminated,Zeit abgelaufen,0.36,0,3652,300.5,29,4,20250426-011000
205,kein_Terminated,Zeit abgelaufen,0.37,0,3432,300.5,29,4,20250426-011028
206,kein_Terminated,Zeit abgelaufen,0.37,0,3556,300.5,29,0,20250426-011056
207,kein_Terminated,Zeit abgelaufen,0.28,0,3028,300.5,29,8,20250426-011124
208,kein_Terminated,Zeit abgelaufen,0.35,0,3476,300.5,29,5,20250426-011152
209,kein_Terminated,Zeit abgelaufen,0.35,1,2600,300.5,29,1,20250426-011220
210,kein_Terminated,Zeit abgelaufen,0.34,0,2824,300.5,29,6,20250426-011249
211,kein_Terminated,Zeit abgelaufen,0.38,0,3364,300.5,29,2,20250426-011317
212,kein_Terminated,Zeit abgelaufen,0.36,0,3668,300.5,29,4,20250426-011345
213,kein_Terminated,Zeit abgelaufen,0.38,1,3496,300.5,29,2,20250426-011413
214,kein_Terminated,Zeit abgelaufen,0.35,1,3172,300.5,29,7,20250426-011441
215,kein_Terminated,Zeit abgelaufen,0.35,1,3232,300.5,29,5,20250426-011509
216,kein_Terminated,Zeit abgelaufen,0.36,13,2748,300.5,29,3,20250426-011537
217,kein_Terminated,Zeit abgelaufen,0.35,2,3052,300.5,29,2,20250426-011606
218,kein_Terminated,Zeit abgelaufen,0.33,1,2784,300.5,29,5,20250426-011634
219,kein_Terminated,Zeit abgelaufen,0.32,2,3036,300.5,29,5,20250426-011702
