DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
1,kein_Terminated,Zeit abgelaufen,0.3,277,-15791.0,300.5,22,0,20250409-210036
2,kein_Terminated,Zeit abgelaufen,0.22,381,-27598.0,300.5,22,2,20250409-210102
3,kein_Terminated,Zeit abgelaufen,0.12,21,779.0,300.5,22,2,20250409-210127
4,kein_Terminated,Zeit abgelaufen,0.13,7,1764.0,300.5,22,2,20250409-210153
5,kein_Terminated,Zeit abgelaufen,0.14,128,1125.0,300.5,22,2,20250409-210219
6,kein_Terminated,Zeit abgelaufen,0.14,4,1981.0,300.5,22,2,20250409-210245
7,kein_Terminated,Zeit abgelaufen,0.04,424,-31130.0,300.5,25,2,20250409-210315
8,kein_Terminated,Zeit abgelaufen,0.05,71,231.0,300.5,25,2,20250409-210347
9,kein_Terminated,Zeit abgelaufen,0.01,602,143.0,300.5,25,3,20250409-210418
10,kein_Terminated,Zeit abgelaufen,0.01,602,-60521.0,300.5,25,3,20250409-210454
11,kein_Terminated,Zeit abgelaufen,0.01,602,180.0,300.5,25,3,20250409-210524
12,kein_Terminated,Zeit abgelaufen,0.01,602,-60420.0,300.5,25,3,20250409-210556
13,kein_Terminated,Zeit abgelaufen,0.01,602,180.0,300.5,25,3,20250409-210656
14,kein_Terminated,Zeit abgelaufen,0.07,595,-58024.0,300.5,24,3,20250409-210754
15,kein_Terminated,Zeit abgelaufen,0.07,597,-58061.0,300.5,24,3,20250409-210848
16,kein_Terminated,Zeit abgelaufen,0.03,595,-58787.0,300.5,24,4,20250409-210944
17,kein_Terminated,Zeit abgelaufen,0.03,596,-54117.0,300.5,24,4,20250409-211041
18,kein_Terminated,Zeit abgelaufen,0.02,600,-59735.0,300.5,24,4,20250409-211136
19,kein_Terminated,Zeit abgelaufen,0.02,600,-59848.0,300.5,24,4,20250409-211231
20,kein_Terminated,Zeit abgelaufen,0.03,602,-60176.0,300.5,24,4,20250409-211325
21,kein_Terminated,Zeit abgelaufen,0.03,596,-56912.0,300.5,23,4,20250409-211422
22,kein_Terminated,Zeit abgelaufen,0.02,594,-56750.0,300.5,23,4,20250409-211511
23,kein_Terminated,Zeit abgelaufen,0.06,539,-50614.0,300.5,23,3,20250409-211604
24,kein_Terminated,Zeit abgelaufen,0.07,534,-48837.0,300.5,23,3,20250409-211657
25,kein_Terminated,Zeit abgelaufen,0.06,515,-23057.0,300.5,23,3,20250409-211751
26,kein_Terminated,Zeit abgelaufen,0.15,472,-38275.0,300.5,23,3,20250409-211845
27,kein_Terminated,Zeit abgelaufen,0.17,364,-28052.0,300.5,23,3,20250409-211938
28,kein_Terminated,Zeit abgelaufen,0.15,446,-34372.0,300.5,23,3,20250409-212030
29,kein_Terminated,Zeit abgelaufen,0.16,378,-27534.0,300.5,23,3,20250409-212124
30,kein_Terminated,Zeit abgelaufen,0.16,266,-16246.0,300.5,23,4,20250409-212217
31,kein_Terminated,Zeit abgelaufen,0.15,283,-18265.0,300.5,23,4,20250409-212314
32,kein_Terminated,Zeit abgelaufen,0.14,77,-1506.0,300.5,23,4,20250409-212349
33,kein_Terminated,Zeit abgelaufen,0.15,69,-2117.0,300.5,23,4,20250409-212416
34,kein_Terminated,Zeit abgelaufen,0.15,54,-1507.0,300.5,23,4,20250409-212546
35,kein_Terminated,Zeit abgelaufen,0.13,78,-4054.0,300.5,22,4,20250409-212724
36,kein_Terminated,Zeit abgelaufen,0.18,456,-41474.0,300.5,22,4,20250409-212845
37,kein_Terminated,Zeit abgelaufen,0.12,351,-28878.0,300.5,22,3,20250409-212928
38,kein_Terminated,Zeit abgelaufen,0.12,282,-21452.0,300.5,22,3,20250409-213021
39,kein_Terminated,Zeit abgelaufen,0.12,334,-25092.0,300.5,22,3,20250409-213108
40,kein_Terminated,Zeit abgelaufen,0.11,460,-37761.0,300.5,22,3,20250409-213203
41,kein_Terminated,Zeit abgelaufen,0.07,570,-53608.0,300.5,22,3,20250409-213258
42,kein_Terminated,Zeit abgelaufen,0.04,576,-54199.0,300.5,23,3,20250409-213348
43,kein_Terminated,Zeit abgelaufen,0.06,471,-37940.0,300.5,23,3,20250409-213442
44,kein_Terminated,Zeit abgelaufen,0.06,550,-52666.0,300.5,23,5,20250409-213534
45,kein_Terminated,Zeit abgelaufen,0.05,480,-40629.0,300.5,23,5,20250409-213631
46,kein_Terminated,Zeit abgelaufen,0.04,494,-35611.0,300.5,23,5,20250409-213726
47,kein_Terminated,Zeit abgelaufen,0.06,247,-11114.0,300.5,23,5,20250409-213821
48,kein_Terminated,Zeit abgelaufen,0.06,72,-2590.0,300.5,23,5,20250409-213912
49,kein_Terminated,Zeit abgelaufen,0.07,0,1109.0,300.5,25,5,20250409-214011
50,kein_Terminated,Zeit abgelaufen,0.07,13,1049.0,300.5,25,5,20250409-214108
51,kein_Terminated,Zeit abgelaufen,0.1,25,1457.0,300.5,25,8,20250409-214204
52,kein_Terminated,Zeit abgelaufen,0.1,131,-2664.0,300.5,25,8,20250409-214303
53,kein_Terminated,Zeit abgelaufen,0.1,182,-4445.0,300.5,25,8,20250409-214402
54,kein_Terminated,Zeit abgelaufen,0.15,118,-6637.0,300.5,25,8,20250409-214458
55,kein_Terminated,Zeit abgelaufen,0.13,256,-11014.0,300.5,25,8,20250409-214557
56,kein_Terminated,Zeit abgelaufen,0.11,520,-45235.0,300.5,23,8,20250409-214651
57,kein_Terminated,Zeit abgelaufen,0.12,442,-29100.0,300.5,23,8,20250409-214743
58,kein_Terminated,Zeit abgelaufen,0.08,154,-5352.0,300.5,23,7,20250409-214838
59,kein_Terminated,Zeit abgelaufen,0.08,20,1063.0,300.5,23,7,20250409-214932
60,kein_Terminated,Zeit abgelaufen,0.08,0,1153.0,300.5,23,7,20250409-215026
61,kein_Terminated,Zeit abgelaufen,0.07,0,1089.0,300.5,23,7,20250409-215118
62,kein_Terminated,Zeit abgelaufen,0.06,0,977.0,300.5,23,7,20250409-215211
63,kein_Terminated,Zeit abgelaufen,0.06,0,921.0,300.5,23,7,20250409-215305
64,kein_Terminated,Zeit abgelaufen,0.06,0,977.0,300.5,23,7,20250409-215359
65,kein_Terminated,Zeit abgelaufen,0.05,0,821.0,300.5,23,6,20250409-215453
66,kein_Terminated,Zeit abgelaufen,0.05,0,853.0,300.5,23,6,20250409-215545
67,kein_Terminated,Zeit abgelaufen,0.06,0,913.0,300.5,23,6,20250409-215638
68,kein_Terminated,Zeit abgelaufen,0.05,0,857.0,300.5,23,6,20250409-215731
69,kein_Terminated,Zeit abgelaufen,0.06,0,969.0,300.5,23,6,20250409-215826
70,kein_Terminated,Zeit abgelaufen,0.03,1,625.0,300.5,25,6,20250409-215925
71,kein_Terminated,Zeit abgelaufen,0.03,2,609.0,300.5,25,6,20250409-220026
72,kein_Terminated,Zeit abgelaufen,0.02,601,-58491.0,300.5,25,4,20250409-220124
73,kein_Terminated,Zeit abgelaufen,0.02,601,-58733.0,300.5,25,4,20250409-220224
74,kein_Terminated,Zeit abgelaufen,0.02,601,-59565.0,300.5,25,4,20250409-220325
75,kein_Terminated,Zeit abgelaufen,0.02,602,-59291.0,300.5,25,4,20250409-220425
