DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,0.2,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
1,kein_Terminated,Zeit abgelaufen,0.29,393,-29301.999999999935,300.5,22,0,20250410-143038
2,kein_Terminated,Zeit abgelaufen,0.11,70,-1966.7999999999977,300.5,22,2,20250410-143105
3,kein_Terminated,Zeit abgelaufen,0.1,17,754.8000000000246,300.5,22,2,20250410-143131
4,kein_Terminated,Zeit abgelaufen,0.12,8,902.8000000000251,300.5,22,2,20250410-143157
5,kein_Terminated,Zeit abgelaufen,0.11,10,666.4000000000239,300.5,22,2,20250410-143224
6,kein_Terminated,Zeit abgelaufen,0.13,17,1431.4000000000258,300.5,22,2,20250410-143250
7,kein_Terminated,Zeit abgelaufen,0.06,95,-466.39999999999867,300.5,25,2,20250410-143321
8,kein_Terminated,Zeit abgelaufen,0.05,48,-33.200000000000124,300.5,25,2,20250410-143352
9,kein_Terminated,Zeit abgelaufen,0.01,602,-20388.999999999847,300.5,25,3,20250410-143422
10,kein_Terminated,Zeit abgelaufen,0.01,602,-4553.400000000048,300.5,25,3,20250410-143453
11,kein_Terminated,Zeit abgelaufen,0.01,602,-60420.8,300.5,25,3,20250410-143526
12,kein_Terminated,Zeit abgelaufen,0.01,602,-300.80000000000643,300.5,25,3,20250410-143626
13,kein_Terminated,Zeit abgelaufen,0.01,602,-60420.8,300.5,25,3,20250410-143727
14,kein_Terminated,Zeit abgelaufen,0.05,0,395.3999999999933,300.5,24,3,20250410-143822
15,kein_Terminated,Zeit abgelaufen,0.14,30,-676.7999999999911,300.5,24,3,20250410-143914
16,kein_Terminated,Zeit abgelaufen,0.06,0,459.3999999999977,300.5,24,4,20250410-144004
17,kein_Terminated,Zeit abgelaufen,0.06,0,467.39999999999327,300.5,24,4,20250410-144054
18,kein_Terminated,Zeit abgelaufen,0.05,0,391.39999999999327,300.5,24,4,20250410-144144
19,kein_Terminated,Zeit abgelaufen,0.05,0,367.39999999999327,300.5,24,4,20250410-144236
20,kein_Terminated,Zeit abgelaufen,0.05,2,383.39999999999327,300.5,24,4,20250410-144328
21,kein_Terminated,Zeit abgelaufen,0.05,32,-1303.9999999999964,300.5,23,4,20250410-144422
22,kein_Terminated,Zeit abgelaufen,0.05,78,-2886.999999999998,300.5,23,4,20250410-144515
23,kein_Terminated,Zeit abgelaufen,0.07,141,-5360.600000000051,300.5,23,3,20250410-144612
24,kein_Terminated,Zeit abgelaufen,0.15,19,958.0000000000218,300.5,23,3,20250410-144702
25,kein_Terminated,Zeit abgelaufen,0.07,134,-3761.200000000016,300.5,23,3,20250410-144757
26,kein_Terminated,Zeit abgelaufen,0.07,91,-1757.199999999984,300.5,23,3,20250410-144846
27,kein_Terminated,Zeit abgelaufen,0.06,17,30.40000000001364,300.5,23,3,20250410-144936
28,kein_Terminated,Zeit abgelaufen,0.08,19,306.60000000001884,300.5,23,3,20250410-145028
29,kein_Terminated,Zeit abgelaufen,0.07,51,-194.1999999999895,300.5,23,3,20250410-145123
30,kein_Terminated,Zeit abgelaufen,0.05,15,387.3999999999933,300.5,23,4,20250410-145215
31,kein_Terminated,Zeit abgelaufen,0.05,39,-5.400000000000396,300.5,23,4,20250410-145307
32,kein_Terminated,Zeit abgelaufen,0.06,18,202.7999999999933,300.5,23,4,20250410-145358
33,kein_Terminated,Zeit abgelaufen,0.05,4,403.39999999999327,300.5,23,4,20250410-145453
34,kein_Terminated,Zeit abgelaufen,0.05,10,375.3999999999934,300.5,23,4,20250410-145546
35,kein_Terminated,Zeit abgelaufen,0.05,54,-1752.7999999999747,300.5,22,4,20250410-145639
36,kein_Terminated,Zeit abgelaufen,0.05,0,395.3999999999934,300.5,22,4,20250410-145730
37,kein_Terminated,Zeit abgelaufen,0.08,3,719.4000000000208,300.5,22,3,20250410-145823
38,kein_Terminated,Zeit abgelaufen,0.08,0,683.4000000000217,300.5,22,3,20250410-145917
39,kein_Terminated,Zeit abgelaufen,0.07,0,591.400000000024,300.5,22,3,20250410-150007
40,kein_Terminated,Zeit abgelaufen,0.08,0,731.4000000000234,300.5,22,3,20250410-150059
41,kein_Terminated,Zeit abgelaufen,0.07,0,639.4000000000226,300.5,22,3,20250410-150126
42,kein_Terminated,Zeit abgelaufen,0.05,1,395.39999999999327,300.5,23,3,20250410-150218
43,kein_Terminated,Zeit abgelaufen,0.06,0,459.39999999999577,300.5,23,3,20250410-150314
44,kein_Terminated,Zeit abgelaufen,0.05,481,-44085.200000000455,300.5,23,5,20250410-150405
45,kein_Terminated,Zeit abgelaufen,0.05,50,-2895.0000000000864,300.5,23,5,20250410-150501
46,kein_Terminated,Zeit abgelaufen,0.06,3,419.1999999999936,300.5,23,5,20250410-150555
47,kein_Terminated,Zeit abgelaufen,0.05,2,267.19999999999334,300.5,23,5,20250410-150648
48,kein_Terminated,Zeit abgelaufen,0.05,2,227.1999999999934,300.5,23,5,20250410-150743
49,kein_Terminated,Zeit abgelaufen,0.08,47,-150.1999999999998,300.5,25,5,20250410-150840
50,kein_Terminated,Zeit abgelaufen,0.07,118,-86.00000000000578,300.5,25,5,20250410-150938
51,kein_Terminated,Zeit abgelaufen,0.05,51,186.9999999999933,300.5,25,8,20250410-151039
52,kein_Terminated,Zeit abgelaufen,0.05,26,122.99999999999353,300.5,25,8,20250410-151136
53,kein_Terminated,Zeit abgelaufen,0.05,15,247.19999999999322,300.5,25,8,20250410-151233
54,kein_Terminated,Zeit abgelaufen,0.05,21,295.39999999999327,300.5,25,8,20250410-151333
55,kein_Terminated,Zeit abgelaufen,0.05,34,275.39999999999327,300.5,25,8,20250410-151431
56,kein_Terminated,Zeit abgelaufen,0.08,1,783.4000000000264,300.5,23,8,20250410-151522
57,kein_Terminated,Zeit abgelaufen,0.08,1,783.4000000000262,300.5,23,8,20250410-151616
