DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-100,0.15,1,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
50,kein_Terminated,Zeit abgelaufen,0.2,248,-9925.0,300.5,22,8,20250411-002301
51,kein_Terminated,Zeit abgelaufen,0.21,80,-1926.0,300.5,22,0,20250411-002323
52,kein_Terminated,Zeit abgelaufen,0.16,49,-595.0,300.5,22,0,20250411-002347
53,kein_Terminated,Zeit abgelaufen,0.15,50,566.0,300.5,22,0,20250411-002409
54,kein_Terminated,Zeit abgelaufen,0.18,192,-8415.0,300.5,22,0,20250411-002431
55,kein_Terminated,Zeit abgelaufen,0.14,226,-7861.0,300.5,22,0,20250411-002455
56,kein_Terminated,Zeit abgelaufen,0.14,173,-9513.0,300.5,24,0,20250411-002518
57,kein_Terminated,Zeit abgelaufen,0.19,145,-3814.0,300.5,24,0,20250411-002542
58,kein_Terminated,Zeit abgelaufen,0.2,192,-8967.0,300.5,24,0,20250411-002606
59,kein_Terminated,Zeit abgelaufen,0.17,183,-3141.0,300.5,24,0,20250411-002629
60,kein_Terminated,Zeit abgelaufen,0.19,189,-6021.0,300.5,24,0,20250411-002652
61,kein_Terminated,Zeit abgelaufen,0.19,152,-4736.0,300.5,24,0,20250411-002715
62,kein_Terminated,Zeit abgelaufen,0.18,111,316.0,300.5,24,0,20250411-002740
63,kein_Terminated,Zeit abgelaufen,0.2,126,-5000.0,300.5,22,0,20250411-002803
64,kein_Terminated,Zeit abgelaufen,0.17,73,-233.0,300.5,22,0,20250411-002825
65,kein_Terminated,Zeit abgelaufen,0.14,103,-5130.0,300.5,22,6,20250411-002849
66,kein_Terminated,Zeit abgelaufen,0.14,75,-2697.0,300.5,22,6,20250411-002911
67,kein_Terminated,Zeit abgelaufen,0.17,177,-10191.0,300.5,22,6,20250411-002933
68,kein_Terminated,Zeit abgelaufen,0.17,43,87.0,300.5,22,6,20250411-002956
69,kein_Terminated,Zeit abgelaufen,0.14,62,-1368.0,300.5,22,6,20250411-003019
70,kein_Terminated,Zeit abgelaufen,0.17,218,-10628.0,300.5,24,6,20250411-003043
71,kein_Terminated,Zeit abgelaufen,0.17,358,-22339.0,300.5,24,6,20250411-003106
72,kein_Terminated,Zeit abgelaufen,0.13,430,-25029.0,300.5,24,9,20250411-003131
73,kein_Terminated,Zeit abgelaufen,0.12,447,-22785.0,300.5,24,9,20250411-003154
74,kein_Terminated,Zeit abgelaufen,0.19,146,-6909.0,300.5,24,9,20250411-003218
75,kein_Terminated,Zeit abgelaufen,0.19,373,-21457.0,300.5,24,9,20250411-003242
76,kein_Terminated,Zeit abgelaufen,0.25,253,-6852.0,300.5,24,9,20250411-003306
77,kein_Terminated,Zeit abgelaufen,0.19,206,-7875.0,300.5,22,9,20250411-003328
78,kein_Terminated,Zeit abgelaufen,0.19,163,-7366.0,300.5,22,9,20250411-003351
79,kein_Terminated,Zeit abgelaufen,0.16,181,-9127.0,300.5,22,2,20250411-003415
80,kein_Terminated,Zeit abgelaufen,0.21,179,-5082.0,300.5,22,2,20250411-003437
81,kein_Terminated,Zeit abgelaufen,0.2,182,-8579.0,300.5,22,2,20250411-003500
82,kein_Terminated,Zeit abgelaufen,0.13,226,-11285.0,300.5,22,2,20250411-003523
83,kein_Terminated,Zeit abgelaufen,0.2,79,-879.0,300.5,22,2,20250411-003546
1,kein_Terminated,Zeit abgelaufen,0.1,426,-40591.0,300.5,22,0,20250411-003615
84,kein_Terminated,Zeit abgelaufen,0.09,314,-8819.0,300.5,25,2,20250411-003634
85,kein_Terminated,Zeit abgelaufen,0.16,377,-16984.0,300.5,25,2,20250411-003701
86,kein_Terminated,Zeit abgelaufen,0.18,246,-5958.0,300.5,25,5,20250411-003729
87,kein_Terminated,Zeit abgelaufen,0.18,253,-6252.0,300.5,25,5,20250411-003755
88,kein_Terminated,Zeit abgelaufen,0.14,419,-18651.0,300.5,25,5,20250411-003822
89,kein_Terminated,Zeit abgelaufen,0.18,151,-5129.0,300.5,25,5,20250411-003851
90,kein_Terminated,Zeit abgelaufen,0.19,249,-13267.0,300.5,25,5,20250411-003918
91,kein_Terminated,Zeit abgelaufen,0.16,166,-7091.0,300.5,22,5,20250411-003940
92,kein_Terminated,Zeit abgelaufen,0.23,216,-9323.0,300.5,22,5,20250411-004004
93,kein_Terminated,Zeit abgelaufen,0.14,135,-4839.0,300.5,22,0,20250411-004026
94,kein_Terminated,Zeit abgelaufen,0.16,35,-231.0,300.5,22,0,20250411-004049
95,kein_Terminated,Zeit abgelaufen,0.16,111,-1407.0,300.5,22,0,20250411-004111
96,kein_Terminated,Zeit abgelaufen,0.22,197,-9337.0,300.5,22,0,20250411-004135
97,kein_Terminated,Zeit abgelaufen,0.17,56,1436.0,300.5,22,0,20250411-004157
98,kein_Terminated,Zeit abgelaufen,0.21,331,-11929.0,300.5,24,0,20250411-004220
99,kein_Terminated,Zeit abgelaufen,0.18,202,-2977.0,300.5,24,0,20250411-004245
100,kein_Terminated,Zeit abgelaufen,0.15,145,-9760.0,300.5,24,4,20250411-004308
101,kein_Terminated,Zeit abgelaufen,0.12,132,-5280.0,300.5,24,4,20250411-004331
102,kein_Terminated,Zeit abgelaufen,0.15,222,-11021.0,300.5,24,4,20250411-004354
103,kein_Terminated,Zeit abgelaufen,0.12,204,-11772.0,300.5,24,4,20250411-004419
104,kein_Terminated,Zeit abgelaufen,0.2,173,-6850.0,300.5,24,4,20250411-004442
105,kein_Terminated,Zeit abgelaufen,0.16,52,-191.0,300.5,22,4,20250411-004504
106,kein_Terminated,Zeit abgelaufen,0.13,84,-4223.0,300.5,22,4,20250411-004528
