DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions,DEFAULT_USE_SAVED_HYPERPARAMETER_SET,HyperparameterSetIDtoLoad
2,300,4,-0.5,50000,1,1080000,99999,20,100,50,2,300,2,0.5,5,-100,0.1,0.75,8,4,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M5_R6_O7_A2_TR1_T1_20250410-093525/save-04.10.2025_09.35.25/best_model.zip,"(22, 23, 24, 25)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2,True,SET_20250410-011939

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
141,kein_Terminated,Zeit abgelaufen,0.21,367,-2891.5,300.5,24,2,20250411-121017
142,kein_Terminated,Zeit abgelaufen,0.17,423,-586.5,300.5,24,0,20250411-121029
143,kein_Terminated,Zeit abgelaufen,0.31,375,2137.0,300.5,24,0,20250411-121041
144,kein_Terminated,Zeit abgelaufen,0.35,324,2226.0,300.5,24,0,20250411-121053
145,kein_Terminated,Zeit abgelaufen,0.3,334,808.0,300.5,24,0,20250411-121106
146,kein_Terminated,Zeit abgelaufen,0.38,355,1178.75,300.5,24,8,20250411-121118
147,kein_Terminated,Zeit abgelaufen,0.56,207,5308.25,300.5,22,0,20250411-121130
148,kein_Terminated,Zeit abgelaufen,0.44,300,2217.0,300.5,22,0,20250411-121141
149,kein_Terminated,Zeit abgelaufen,0.36,330,-52.75,300.5,22,4,20250411-121153
150,kein_Terminated,Zeit abgelaufen,0.39,225,3458.5,300.5,22,4,20250411-121205
151,kein_Terminated,Zeit abgelaufen,0.33,348,1477.5,300.5,22,2,20250411-121216
152,kein_Terminated,Zeit abgelaufen,0.5,304,2730.75,300.5,22,2,20250411-121228
153,kein_Terminated,Zeit abgelaufen,0.4,243,1962.5,300.5,22,8,20250411-121239
154,kein_Terminated,Zeit abgelaufen,0.47,189,4838.25,300.5,24,7,20250411-121252
155,kein_Terminated,Zeit abgelaufen,0.53,218,4393.25,300.5,24,7,20250411-121304
156,kein_Terminated,Zeit abgelaufen,0.48,201,4974.25,300.5,24,4,20250411-121316
157,kein_Terminated,Zeit abgelaufen,0.31,327,488.25,300.5,24,4,20250411-121328
158,kein_Terminated,Zeit abgelaufen,0.28,338,-1898.0,300.5,24,3,20250411-121341
