DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_REWARD_FOR_NEW_FIELD,DEFAULT_Punishment_for_Step,DEFAULT_EVAL_FREQ,DEFAULT_EVAL_EPISODES,DEFAULT_TRAIN_TIMESTEPS,DEFAULT_TARGET_REWARD,DEFAULT_NUMBER_LAST_ACTIONS,DEFAULT_PYB_FREQ,DEFAULT_CTRL_FREQ,DEFAULT_REWARD_AND_ACTION_CHANGE_FREQ,DEFAULT_EPISODE_LEN_SEC,DEFAULT_Multiplier_Collision_Penalty,DEFAULT_VelocityScale,DEFAULT_explore_Matrix_Size,DEFAULT_collision_penalty_terminated,DEFAULT_Terminated_Wall_Distance,DEFAULT_no_collision_reward,DEFAULT_Punishment_for_Walls,DEFAULT_Influence_of_Walls,DEFAULT_USE_PRETRAINED_MODEL,DEFAULT_PRETRAINED_MODEL_PATH,DEFAULT_List_MazesToUse,DEFAULT_List_Start_PositionsToUse,DEFAULT_MaxRoundsOnOneMaze,DEFAULT_MaxRoundsSameStartingPositions
2,300,4,-0.5,50000.0,1,1080000,99999999999999,20,100,50,2,300,2,0.5,5,-20,0.25,0,False,/home/florian/Documents/gym-pybullet-drones/gym_pybullet_drones/Auswertung_der_Modelle_Archieve/M6_R6_O5_A3_TR1_T1_20250407-013856/save-04.07.2025_01.38.56/best_model.zip,20,8,4,"(27, 28, 29, 30, 31)","(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",6,2

Runde,Terminated,Truncated,Map-Abgedeckt,Wand berührungen,Summe Reward,Flugzeit der Runde,Maze_number,Start-Position,Uhrzeit Welt
137,kein_Terminated,Zeit abgelaufen,0.34,2,3511.0,300.5,28,7,20250426-143314
138,kein_Terminated,Zeit abgelaufen,0.35,0,3583.0,300.5,28,7,20250426-143342
139,kein_Terminated,Zeit abgelaufen,0.34,9,3307.0,300.5,28,7,20250426-143410
140,kein_Terminated,Zeit abgelaufen,0.37,6,3483.0,300.5,28,7,20250426-143439
141,kein_Terminated,Zeit abgelaufen,0.4,22,3547.0,300.5,28,7,20250426-143508
142,kein_Terminated,Zeit abgelaufen,0.35,11,3287.0,300.5,28,3,20250426-143537
143,kein_Terminated,Zeit abgelaufen,0.41,22,3823.0,300.5,28,3,20250426-143606
144,kein_Terminated,Zeit abgelaufen,0.31,16,2595.0,300.5,28,3,20250426-143633
145,kein_Terminated,Zeit abgelaufen,0.27,14,2091.0,300.5,28,3,20250426-143701
146,kein_Terminated,Zeit abgelaufen,0.32,20,2363.0,300.5,28,3,20250426-143728
147,kein_Terminated,Zeit abgelaufen,0.34,23,2899.0,300.5,29,3,20250426-143758
148,kein_Terminated,Zeit abgelaufen,0.35,30,2647.0,300.5,29,3,20250426-143827
149,kein_Terminated,Zeit abgelaufen,0.42,32,3895.0,300.5,29,3,20250426-143856
150,kein_Terminated,Zeit abgelaufen,0.33,14,3079.0,300.5,29,3,20250426-143925
151,kein_Terminated,Zeit abgelaufen,0.35,26,3255.0,300.5,29,3,20250426-143955
152,kein_Terminated,Zeit abgelaufen,0.37,19,3443.0,300.5,29,3,20250426-144025
153,kein_Terminated,Zeit abgelaufen,0.34,32,3091.0,300.5,29,3,20250426-144056
154,kein_Terminated,Zeit abgelaufen,0.34,8,3419.0,300.5,29,3,20250426-144126
155,kein_Terminated,Zeit abgelaufen,0.31,4,3031.0,300.5,29,3,20250426-144156
156,kein_Terminated,Zeit abgelaufen,0.42,21,3923.0,300.5,29,5,20250426-144225
157,kein_Terminated,Zeit abgelaufen,0.31,0,3163.0,300.5,29,5,20250426-144254
158,kein_Terminated,Zeit abgelaufen,0.31,4,3223.0,300.5,29,5,20250426-144323
159,kein_Terminated,Zeit abgelaufen,0.41,19,3943.0,300.5,29,5,20250426-144353
160,kein_Terminated,Zeit abgelaufen,0.4,27,3595.0,300.5,29,5,20250426-144421
161,kein_Terminated,Zeit abgelaufen,0.43,66,3063.0,300.5,28,5,20250426-144449
162,kein_Terminated,Zeit abgelaufen,0.39,202,-1117.0,300.5,28,5,20250426-144517
163,kein_Terminated,Zeit abgelaufen,0.37,245,-1205.0,300.5,28,3,20250426-144545
164,kein_Terminated,Zeit abgelaufen,0.38,156,791.0,300.5,28,3,20250426-144614
165,kein_Terminated,Zeit abgelaufen,0.38,33,3063.0,300.5,28,3,20250426-144644
166,kein_Terminated,Zeit abgelaufen,0.39,20,3711.0,300.5,28,3,20250426-144713
2,kein_Terminated,Zeit abgelaufen,0.35,53,2899.0,300.5,27,4,20250426-144741
167,kein_Terminated,Zeit abgelaufen,0.39,12,3799.0,300.5,28,3,20250426-144801
168,kein_Terminated,Zeit abgelaufen,0.35,15,3651.0,300.5,27,3,20250426-144826
169,kein_Terminated,Zeit abgelaufen,0.36,16,3783.0,300.5,27,3,20250426-144851
170,kein_Terminated,Zeit abgelaufen,0.31,15,3247.0,300.5,27,5,20250426-144916
171,kein_Terminated,Zeit abgelaufen,0.29,7,2995.0,300.5,27,5,20250426-144941
172,kein_Terminated,Zeit abgelaufen,0.32,24,3187.0,300.5,27,5,20250426-145007
173,kein_Terminated,Zeit abgelaufen,0.33,7,3395.0,300.5,27,5,20250426-145032
174,kein_Terminated,Zeit abgelaufen,0.3,6,3191.0,300.5,27,5,20250426-145057
175,kein_Terminated,Zeit abgelaufen,0.31,6,3239.0,300.5,27,5,20250426-145122
176,kein_Terminated,Zeit abgelaufen,0.33,27,3359.0,300.5,27,5,20250426-145148
177,kein_Terminated,Zeit abgelaufen,0.38,22,3883.0,300.5,27,6,20250426-145214
178,kein_Terminated,Zeit abgelaufen,0.33,36,3371.0,300.5,27,6,20250426-145240
179,kein_Terminated,Zeit abgelaufen,0.37,23,3903.0,300.5,27,6,20250426-145307
180,kein_Terminated,Zeit abgelaufen,0.37,44,3611.0,300.5,27,6,20250426-145333
181,kein_Terminated,Zeit abgelaufen,0.35,40,3439.0,300.5,27,6,20250426-145359
182,kein_Terminated,Zeit abgelaufen,0.35,23,3603.0,300.5,27,6,20250426-145425
183,kein_Terminated,Zeit abgelaufen,0.39,22,4083.0,300.5,27,6,20250426-145450
184,kein_Terminated,Zeit abgelaufen,0.39,44,3831.0,300.5,27,4,20250426-145515
185,kein_Terminated,Zeit abgelaufen,0.41,20,4319.0,300.5,27,4,20250426-145541
186,kein_Terminated,Zeit abgelaufen,0.39,25,3935.0,300.5,27,4,20250426-145606
187,kein_Terminated,Zeit abgelaufen,0.38,37,3707.0,300.5,27,4,20250426-145632
188,kein_Terminated,Zeit abgelaufen,0.37,37,3735.0,300.5,27,4,20250426-145657
189,kein_Terminated,Zeit abgelaufen,0.42,30,4351.0,300.5,27,4,20250426-145722
190,kein_Terminated,Zeit abgelaufen,0.39,44,3699.0,300.5,27,4,20250426-145748
191,kein_Terminated,Zeit abgelaufen,0.4,35,3827.0,300.5,27,3,20250426-145815
192,kein_Terminated,Zeit abgelaufen,0.42,22,4311.0,300.5,27,3,20250426-145841
193,kein_Terminated,Zeit abgelaufen,0.4,29,4151.0,300.5,27,3,20250426-145907
194,kein_Terminated,Zeit abgelaufen,0.4,19,4223.0,300.5,27,3,20250426-145934
195,kein_Terminated,Zeit abgelaufen,0.34,6,3755.0,300.5,27,3,20250426-150000
196,kein_Terminated,Zeit abgelaufen,0.37,15,3623.0,300.5,28,3,20250426-150028
197,kein_Terminated,Zeit abgelaufen,0.38,2,3971.0,300.5,28,3,20250426-150056
198,kein_Terminated,Zeit abgelaufen,0.22,0,2199.0,300.5,28,5,20250426-150122
199,kein_Terminated,Zeit abgelaufen,0.23,0,2175.0,300.5,28,5,20250426-150150
200,kein_Terminated,Zeit abgelaufen,0.23,0,1979.0,300.5,28,5,20250426-150217
201,kein_Terminated,Zeit abgelaufen,0.24,0,2299.0,300.5,28,5,20250426-150245
202,kein_Terminated,Zeit abgelaufen,0.26,0,2207.0,300.5,28,5,20250426-150313
203,kein_Terminated,Zeit abgelaufen,0.36,9,3403.0,300.5,29,5,20250426-150342
204,kein_Terminated,Zeit abgelaufen,0.49,15,4739.0,300.5,29,5,20250426-150412
205,kein_Terminated,Zeit abgelaufen,0.47,12,4723.0,300.5,29,5,20250426-150442
206,kein_Terminated,Zeit abgelaufen,0.46,12,4639.0,300.5,29,5,20250426-150512
207,kein_Terminated,Zeit abgelaufen,0.45,18,4459.0,300.5,29,5,20250426-150542
208,kein_Terminated,Zeit abgelaufen,0.46,7,4643.0,300.5,29,5,20250426-150612
209,kein_Terminated,Zeit abgelaufen,0.41,41,2535.0,300.5,29,5,20250426-150641
210,kein_Terminated,Zeit abgelaufen,0.48,21,4151.0,300.5,29,5,20250426-150709
211,kein_Terminated,Zeit abgelaufen,0.49,32,4071.0,300.5,29,5,20250426-150738
212,kein_Terminated,Zeit abgelaufen,0.44,12,4279.0,300.5,29,3,20250426-150807
213,kein_Terminated,Zeit abgelaufen,0.45,9,4315.0,300.5,29,3,20250426-150835
214,kein_Terminated,Zeit abgelaufen,0.43,7,4255.0,300.5,29,3,20250426-150905
215,kein_Terminated,Zeit abgelaufen,0.42,2,4371.0,300.5,29,3,20250426-150933
216,kein_Terminated,Zeit abgelaufen,0.44,8,4423.0,300.5,29,3,20250426-151003
217,kein_Terminated,Zeit abgelaufen,0.44,19,4247.0,300.5,29,3,20250426-151033
218,kein_Terminated,Zeit abgelaufen,0.47,23,4231.0,300.5,29,3,20250426-151104
219,kein_Terminated,Zeit abgelaufen,0.46,7,4683.0,300.5,29,2,20250426-151134
220,kein_Terminated,Zeit abgelaufen,0.44,9,4463.0,300.5,29,2,20250426-151203
221,kein_Terminated,Zeit abgelaufen,0.45,10,4455.0,300.5,29,2,20250426-151232
222,kein_Terminated,Zeit abgelaufen,0.45,6,4615.0,300.5,29,2,20250426-151301
223,kein_Terminated,Zeit abgelaufen,0.44,4,4571.0,300.5,29,2,20250426-151329
224,kein_Terminated,Zeit abgelaufen,0.36,84,2747.0,300.5,30,2,20250426-151353
225,kein_Terminated,Zeit abgelaufen,0.35,79,2839.0,300.5,30,2,20250426-151416
226,kein_Terminated,Zeit abgelaufen,0.37,96,2767.0,300.5,30,6,20250426-151439
227,kein_Terminated,Zeit abgelaufen,0.41,71,3795.0,300.5,30,6,20250426-151502
228,kein_Terminated,Zeit abgelaufen,0.42,81,3647.0,300.5,30,6,20250426-151525
229,kein_Terminated,Zeit abgelaufen,0.41,52,4047.0,300.5,30,6,20250426-151548
230,kein_Terminated,Zeit abgelaufen,0.37,11,3887.0,300.5,30,6,20250426-151612
231,kein_Terminated,Zeit abgelaufen,0.44,148,2231.0,300.5,31,6,20250426-151637
232,kein_Terminated,Zeit abgelaufen,0.42,185,723.0,300.5,31,6,20250426-151701
233,kein_Terminated,Zeit abgelaufen,0.33,33,3303.0,300.5,31,5,20250426-151725
234,kein_Terminated,Zeit abgelaufen,0.44,117,2595.0,300.5,31,5,20250426-151749
235,kein_Terminated,Zeit abgelaufen,0.42,144,1859.0,300.5,31,5,20250426-151813
236,kein_Terminated,Zeit abgelaufen,0.33,49,3343.0,300.5,31,5,20250426-151836
237,kein_Terminated,Zeit abgelaufen,0.45,66,3863.0,300.5,31,5,20250426-151859
238,kein_Terminated,Zeit abgelaufen,0.44,17,4935.0,300.5,30,5,20250426-151922
239,kein_Terminated,Zeit abgelaufen,0.5,32,5419.0,300.5,30,5,20250426-151946
240,kein_Terminated,Zeit abgelaufen,0.48,12,5415.0,300.5,30,8,20250426-152009
241,kein_Terminated,Zeit abgelaufen,0.5,17,5603.0,300.5,30,8,20250426-152033
242,kein_Terminated,Zeit abgelaufen,0.49,16,5459.0,300.5,30,8,20250426-152057
